SPIELER;VEREIN;POSITION;MARKTWERT;GESAMTPUNKTE;PUNKTE PRO SPIEL;PREIS-LEISTUNG;HISTORISCHE PUNKTEAUSBEUTE;Positionsgruppe;Datum
Baumann;Torhüter;TSG Hoffenheim;3.000.000;3;3.0;Schlecht;Deutlich über dem Mittel;Torhüter;29.08.2025
Blaswich;Torhüter;Bayer 04 Leverkusen;590.000;0;2.7;Gut;Gering bis mittel;Torhüter;29.08.2025
Bredlow;Torhüter;VfB Stuttgart;460.000;0;6.3;Gut;Gering bis mittel;Torhüter;29.08.2025
D. Klein;Torhüter;FC Augsburg;190.000;0;0.0;Gut;Gering bis mittel;Torhüter;29.08.2025
Dahmen;Torhüter;FC Augsburg;2.700.000;3;3.0;Gut;Gering bis mittel;Torhüter;29.08.2025
Dickes;Torhüter;Hamburger SV;170.000;0;0.0;Gut;Gering bis mittel;Torhüter;29.08.2025
Drewes;Torhüter;Borussia Dortmund;170.000;0;2.5;Gut;Gering bis mittel;Torhüter;29.08.2025
Drljača;Torhüter;VfB Stuttgart;160.000;0;0.0;Gut;Gering bis mittel;Torhüter;29.08.2025
F. Müller;Torhüter;Sport-Club Freiburg;200.000;0;0.4;Gut;Gering bis mittel;Torhüter;29.08.2025
Feller;Torhüter;1.FC Heidenheim;160.000;0;2.0;Gut;Gering bis mittel;Torhüter;29.08.2025
Flekken;Torhüter;Bayer 04 Leverkusen;2.840.000;2;2.0;Schlecht;Über dem Mittel;Torhüter;29.08.2025
Grabara;Torhüter;VfL Wolfsburg;2.590.000;2;2.0;Durchschnittlich;Gering bis mittel;Torhüter;29.08.2025
Grahl;Torhüter;Eintracht Frankfurt;320.000;0;4.0;Gut;Gering bis mittel;Torhüter;29.08.2025
Gulácsi;Torhüter;RB Leipzig;2.480.000;-3;-3.0;Schlecht;Über dem Mittel;Torhüter;29.08.2025
Hermann;Torhüter;Hamburger SV;160.000;0;0.0;Gut;Gering bis mittel;Torhüter;29.08.2025
Heuer Fernandes;Torhüter;Hamburger SV;2.490.000;6;6.0;Gut;Gering bis mittel;Torhüter;29.08.2025
Huth;Torhüter;Sport-Club Freiburg;160.000;0;-0.2;Gut;Gering bis mittel;Torhüter;29.08.2025
Jäger;Torhüter;FC Augsburg;160.000;0;0.0;Gut;Gering bis mittel;Torhüter;29.08.2025
K. Müller;Torhüter;1.FC Heidenheim;690.000;0;2.5;Gut;Über dem Mittel;Torhüter;29.08.2025
Kauã Santos;Torhüter;Eintracht Frankfurt;2.190.000;0;4.0;Gut;Gering bis mittel;Torhüter;29.08.2025
Klanac;Torhüter;FC Bayern München;160.000;0;0.0;Gut;Gering bis mittel;Torhüter;29.08.2025
Klaus;Torhüter;1.FC Union Berlin;320.000;0;0.0;Gut;Gering bis mittel;Torhüter;29.08.2025
Kobel;Torhüter;Borussia Dortmund;2.880.000;3;3.0;Durchschnittlich;Deutlich über dem Mittel;Torhüter;29.08.2025
Kolke;Torhüter;SV Werder Bremen;180.000;0;0.0;Gut;Gering bis mittel;Torhüter;29.08.2025
Köbbing;Torhüter;1. FC Köln;160.000;0;0.0;Gut;Gering bis mittel;Torhüter;29.08.2025
L. Philipp;Torhüter;TSG Hoffenheim;180.000;0;1.2;Gut;Gering bis mittel;Torhüter;29.08.2025
Labrović;Torhüter;FC Augsburg;220.000;0;2.8;Gut;Gering bis mittel;Torhüter;29.08.2025
Lade;Torhüter;TSG Hoffenheim;160.000;0;0.0;Gut;Gering bis mittel;Torhüter;29.08.2025
Lomb;Torhüter;Bayer 04 Leverkusen;160.000;0;-1.0;Gut;Gering bis mittel;Torhüter;29.08.2025
Ma. Müller;Torhüter;VfL Wolfsburg;210.000;0;3.7;Gut;Gering bis mittel;Torhüter;29.08.2025
Meyer;Torhüter;Borussia Dortmund;280.000;0;4.0;Gut;Gering bis mittel;Torhüter;29.08.2025
Neuer;Torhüter;FC Bayern München;2.820.000;4;4.0;Gut;Über dem Mittel;Torhüter;29.08.2025
Nicolas;Torhüter;Borussia Mönchengladbach;2.770.000;3;3.0;Gut;Über dem Mittel;Torhüter;29.08.2025
Nübel;Torhüter;VfB Stuttgart;2.810.000;-1;-1.0;Schlecht;Über dem Mittel;Torhüter;29.08.2025
Obert;Torhüter;Eintracht Frankfurt;160.000;0;0.0;Gut;Gering bis mittel;Torhüter;29.08.2025
Omlin;Torhüter;Borussia Mönchengladbach;630.000;0;2.1;Gut;Gering bis mittel;Torhüter;29.08.2025
Ostrzinski;Torhüter;Borussia Dortmund;160.000;0;0.0;Gut;Gering bis mittel;Torhüter;29.08.2025
Pereira Cardoso;Torhüter;Borussia Mönchengladbach;200.000;0;4.6;Gut;Gering bis mittel;Torhüter;29.08.2025
Peretz;Torhüter;Hamburger SV;1.020.000;0;0.0;Gut;Gering bis mittel;Torhüter;29.08.2025
Pervan;Torhüter;VfL Wolfsburg;160.000;0;1.6;Gut;Gering bis mittel;Torhüter;29.08.2025
Petersson;Torhüter;TSG Hoffenheim;160.000;0;0.0;Gut;Gering bis mittel;Torhüter;29.08.2025
Raab;Torhüter;1.FC Union Berlin;260.000;0;0.0;Gut;Gering bis mittel;Torhüter;29.08.2025
Ramaj;Torhüter;1.FC Heidenheim;2.020.000;0;0.0;Gut;Gering bis mittel;Torhüter;29.08.2025
Rapsch;Torhüter;Bayer 04 Leverkusen;160.000;0;0.0;Gut;Gering bis mittel;Torhüter;29.08.2025
Rieß;Torhüter;1. FSV Mainz 05;160.000;0;3.0;Gut;Gering bis mittel;Torhüter;29.08.2025
Rönnow;Torhüter;1.FC Union Berlin;3.330.000;8;8.0;Gut;Deutlich über dem Mittel;Torhüter;29.08.2025
Schwäbe;Torhüter;1. FC Köln;2.680.000;4;4.0;Gut;Gering bis mittel;Torhüter;29.08.2025
Siljević;Torhüter;Eintracht Frankfurt;160.000;0;0.0;Gut;Gering bis mittel;Torhüter;29.08.2025
Sippel;Torhüter;Borussia Mönchengladbach;160.000;0;-2.0;Gut;Gering bis mittel;Torhüter;29.08.2025
Spari;Torhüter;FC St. Pauli;160.000;0;0.0;Gut;Gering bis mittel;Torhüter;29.08.2025
Stein;Torhüter;1.FC Union Berlin;160.000;0;0.0;Gut;Gering bis mittel;Torhüter;29.08.2025
T. Philipp;Torhüter;TSG Hoffenheim;160.000;0;0.0;Gut;Gering bis mittel;Torhüter;29.08.2025
Tschernuth;Torhüter;1.FC Heidenheim;160.000;0;0.0;Gut;Gering bis mittel;Torhüter;29.08.2025
Urbig;Torhüter;FC Bayern München;440.000;0;0.8;Gut;Gering bis mittel;Torhüter;29.08.2025
Vandevoordt;Torhüter;RB Leipzig;1.060.000;0;1.5;Gut;Gering bis mittel;Torhüter;29.08.2025
Vasilj;Torhüter;FC St. Pauli;2.770.000;4;4.0;Gut;Gering bis mittel;Torhüter;29.08.2025
Voll;Torhüter;FC St. Pauli;180.000;0;2.0;Gut;Gering bis mittel;Torhüter;29.08.2025
Zentner;Torhüter;1. FSV Mainz 05;3.380.000;4;4.0;Schlecht;Deutlich über dem Mittel;Torhüter;29.08.2025
Zetterer;Torhüter;Eintracht Frankfurt;3.030.000;5;5.0;Gut;Über dem Mittel;Torhüter;29.08.2025
Zieler;Torhüter;1. FC Köln;380.000;0;2.0;Gut;Gering bis mittel;Torhüter;29.08.2025
Zieliński;Torhüter;VfL Wolfsburg;160.000;0;0.0;Gut;Gering bis mittel;Torhüter;29.08.2025
Zingerle;Torhüter;RB Leipzig;160.000;0;2.4;Gut;Gering bis mittel;Torhüter;29.08.2025
A. Jung;Abwehr;Sport-Club Freiburg;640.000;0;2.6;Gut;Gering bis mittel;Abwehr;29.08.2025
Agu;Abwehr;SV Werder Bremen;2.270.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;29.08.2025
Agyekum;Abwehr;Hamburger SV;200.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;29.08.2025
Akpoguma;Abwehr;TSG Hoffenheim;1.940.000;3;3.0;Gut;Gering bis mittel;Abwehr;29.08.2025
Al-Dakhil;Abwehr;VfB Stuttgart;600.000;0;2.7;Gut;Gering bis mittel;Abwehr;29.08.2025
Amenda;Abwehr;Eintracht Frankfurt;310.000;0;2.3;Gut;Gering bis mittel;Abwehr;29.08.2025
Angély;Abwehr;VfL Wolfsburg;190.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;29.08.2025
Anton;Abwehr;Borussia Dortmund;6.450.000;10;10.0;Gut;Deutlich über dem Mittel;Abwehr;29.08.2025
Arthur;Abwehr;Bayer 04 Leverkusen;2.770.000;3;3.0;Durchschnittlich;Gering bis mittel;Abwehr;29.08.2025
Assignon;Abwehr;VfB Stuttgart;2.490.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;29.08.2025
Baku;Abwehr;RB Leipzig;3.710.000;1;1.0;Schlecht;Deutlich über dem Mittel;Abwehr;29.08.2025
Bauer;Abwehr;FC Augsburg;350.000;0;1.9;Gut;Gering bis mittel;Abwehr;29.08.2025
Baum;Abwehr;Eintracht Frankfurt;1.230.000;0;1.3;Schlecht;Gering bis mittel;Abwehr;29.08.2025
Bell;Abwehr;1. FSV Mainz 05;2.410.000;4;4.0;Gut;Gering bis mittel;Abwehr;29.08.2025
Belocian;Abwehr;Bayer 04 Leverkusen;440.000;0;0.7;Schlecht;Gering bis mittel;Abwehr;29.08.2025
Bensebaini;Abwehr;Borussia Dortmund;4.020.000;3;3.0;Schlecht;Deutlich über dem Mittel;Abwehr;29.08.2025
Bernardo;Abwehr;TSG Hoffenheim;4.370.000;6;6.0;Gut;Über dem Mittel;Abwehr;29.08.2025
Bitshiabu;Abwehr;RB Leipzig;2.030.000;0;3.2;Gut;Gering bis mittel;Abwehr;29.08.2025
Boakye Osei;Abwehr;Eintracht Frankfurt;210.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;29.08.2025
Boey;Abwehr;FC Bayern München;1.890.000;3;3.0;Gut;Gering bis mittel;Abwehr;29.08.2025
Bos;Abwehr;1. FSV Mainz 05;290.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;29.08.2025
Brown;Abwehr;Eintracht Frankfurt;4.750.000;2;2.0;Schlecht;Gering bis mittel;Abwehr;29.08.2025
Busch;Abwehr;1.FC Heidenheim;900.000;3;3.0;Gut;Gering bis mittel;Abwehr;29.08.2025
Buta;Abwehr;Eintracht Frankfurt;510.000;0;2.0;Gut;Gering bis mittel;Abwehr;29.08.2025
Caci;Abwehr;1. FSV Mainz 05;3.750.000;4;4.0;Durchschnittlich;Deutlich über dem Mittel;Abwehr;29.08.2025
Chabot;Abwehr;VfB Stuttgart;3.870.000;5;5.0;Gut;Über dem Mittel;Abwehr;29.08.2025
Chaves;Abwehr;TSG Hoffenheim;2.130.000;1;1.0;Schlecht;Gering bis mittel;Abwehr;29.08.2025
Chiarodia;Abwehr;Borussia Mönchengladbach;1.510.000;4;4.0;Gut;Gering bis mittel;Abwehr;29.08.2025
Coulibaly;Abwehr;SV Werder Bremen;990.000;3;3.0;Gut;Gering bis mittel;Abwehr;29.08.2025
Couto;Abwehr;Borussia Dortmund;3.160.000;1;1.0;Schlecht;Gering bis mittel;Abwehr;29.08.2025
D. Nemeth;Abwehr;FC St. Pauli;1.190.000;0;3.2;Gut;Gering bis mittel;Abwehr;29.08.2025
da Costa;Abwehr;1. FSV Mainz 05;2.120.000;4;4.0;Gut;Gering bis mittel;Abwehr;29.08.2025
Dahaba;Abwehr;FC St. Pauli;200.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;29.08.2025
Dal;Abwehr;1. FSV Mainz 05;170.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;29.08.2025
Davies;Abwehr;FC Bayern München;3.150.000;0;5.2;Gut;Deutlich über dem Mittel;Abwehr;29.08.2025
Deman;Abwehr;SV Werder Bremen;470.000;0;1.7;Durchschnittlich;Gering bis mittel;Abwehr;29.08.2025
Diks;Abwehr;Borussia Mönchengladbach;3.340.000;3;3.0;Schlecht;Gering bis mittel;Abwehr;29.08.2025
Diogo Leite;Abwehr;1.FC Union Berlin;2.490.000;0;4.9;Gut;Über dem Mittel;Abwehr;29.08.2025
Doekhi;Abwehr;1.FC Union Berlin;3.990.000;5;5.0;Gut;Deutlich über dem Mittel;Abwehr;29.08.2025
Doumbia;Abwehr;Eintracht Frankfurt;210.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;29.08.2025
Dźwigała;Abwehr;FC St. Pauli;800.000;-1;-1.0;Schlecht;Gering bis mittel;Abwehr;29.08.2025
Elfadli;Abwehr;Hamburger SV;3.310.000;6;6.0;Gut;Gering bis mittel;Abwehr;29.08.2025
Elvedi;Abwehr;Borussia Mönchengladbach;4.330.000;5;5.0;Gut;Deutlich über dem Mittel;Abwehr;29.08.2025
Erlein;Abwehr;TSG Hoffenheim;190.000;0;0.0;Schlecht;Gering bis mittel;Abwehr;29.08.2025
Finkgräfe;Abwehr;RB Leipzig;690.000;0;2.6;Gut;Gering bis mittel;Abwehr;29.08.2025
