Status;Punkte;Spieler;Note;Spieltag;Datum
gespielt;1.0;Netz;6.4;2;03.02.2026
gespielt;2.0;Netz;6.6;1;03.02.2026
war angeschlagen;;Nordin;;20;03.02.2026
war im Aufbautraining;;Nordin;;19;03.02.2026
gespielt;0.0;Nordin;;18;03.02.2026
gespielt;-1.0;Nordin;6.0;17;03.02.2026
nicht eingesetzt;;Nordin;;16;03.02.2026
nicht eingesetzt;;Nordin;;15;03.02.2026
gespielt;3.0;Nordin;6.7;14;03.02.2026
gespielt;4.0;Nordin;7.0;13;03.02.2026
gespielt;1.0;Nordin;6.3;12;03.02.2026
nicht eingesetzt;;Nordin;;11;03.02.2026
nicht eingesetzt;;Nordin;;10;03.02.2026
gespielt;0.0;Nordin;;9;03.02.2026
gespielt;0.0;Nordin;;8;03.02.2026
gespielt;3.0;Nordin;6.8;7;03.02.2026
gespielt;4.0;Nordin;6.9;6;03.02.2026
gespielt;4.0;Nordin;6.9;5;03.02.2026
gespielt;2.0;Nordin;6.5;4;03.02.2026
gespielt;4.0;Nordin;7.0;3;03.02.2026
gespielt;3.0;Nordin;6.7;2;03.02.2026
nicht eingesetzt;;Nordin;;1;03.02.2026
hat die Liga verlassen;;Ogbemudia;;20;03.02.2026
hat die Liga verlassen;;Ogbemudia;;19;03.02.2026
hat die Liga verlassen;;Ogbemudia;;18;03.02.2026
hat die Liga verlassen;;Ogbemudia;;17;03.02.2026
hat die Liga verlassen;;Ogbemudia;;16;03.02.2026
nicht eingesetzt;;Ogbemudia;;15;03.02.2026
nicht eingesetzt;;Ogbemudia;;14;03.02.2026
nicht eingesetzt;;Ogbemudia;;13;03.02.2026
nicht eingesetzt;;Ogbemudia;;12;03.02.2026
nicht eingesetzt;;Ogbemudia;;11;03.02.2026
nicht eingesetzt;;Ogbemudia;;10;03.02.2026
nicht eingesetzt;;Ogbemudia;;9;03.02.2026
nicht eingesetzt;;Ogbemudia;;8;03.02.2026
nicht eingesetzt;;Ogbemudia;;7;03.02.2026
nicht eingesetzt;;Ogbemudia;;6;03.02.2026
nicht eingesetzt;;Ogbemudia;;5;03.02.2026
nicht eingesetzt;;Ogbemudia;;4;03.02.2026
nicht eingesetzt;;Ogbemudia;;3;03.02.2026
nicht eingesetzt;;Ogbemudia;;2;03.02.2026
nicht eingesetzt;;Ogbemudia;;1;03.02.2026
hat die Liga verlassen;;Peretz;;20;03.02.2026
hat die Liga verlassen;;Peretz;;19;03.02.2026
hat die Liga verlassen;;Peretz;;18;03.02.2026
hat die Liga verlassen;;Peretz;;17;03.02.2026
hat die Liga verlassen;;Peretz;;16;03.02.2026
nicht eingesetzt;;Peretz;;15;03.02.2026
nicht eingesetzt;;Peretz;;14;03.02.2026
nicht eingesetzt;;Peretz;;13;03.02.2026
nicht eingesetzt;;Peretz;;12;03.02.2026
nicht eingesetzt;;Peretz;;11;03.02.2026
nicht eingesetzt;;Peretz;;10;03.02.2026
nicht eingesetzt;;Peretz;;9;03.02.2026
nicht eingesetzt;;Peretz;;8;03.02.2026
nicht eingesetzt;;Peretz;;7;03.02.2026
nicht eingesetzt;;Peretz;;6;03.02.2026
nicht eingesetzt;;Peretz;;5;03.02.2026
nicht eingesetzt;;Peretz;;4;03.02.2026
nicht eingesetzt;;Peretz;;3;03.02.2026
nicht eingesetzt;;Peretz;;2;03.02.2026
nicht eingesetzt;;Peretz;;1;03.02.2026
gespielt;3.0;Pherai;6.7;20;03.02.2026
nicht eingesetzt;;Pherai;;19;03.02.2026
nicht eingesetzt;;Pherai;;18;03.02.2026
nicht eingesetzt;;Pherai;;16;03.02.2026
gespielt;0.0;Pherai;;15;03.02.2026
nicht eingesetzt;;Pherai;;14;03.02.2026
nicht eingesetzt;;Pherai;;13;03.02.2026
nicht eingesetzt;;Pherai;;12;03.02.2026
gespielt;0.0;Pherai;;11;03.02.2026
war Gelb-Rot gesperrt;;Pherai;;10;03.02.2026
gespielt;-8.0;Pherai;5.0;9;03.02.2026
gespielt;0.0;Pherai;;8;03.02.2026
gespielt;2.0;Pherai;6.6;7;03.02.2026
nicht eingesetzt;;Pherai;;6;03.02.2026
wurde nicht berücksichtigt;;Pherai;;5;03.02.2026
nicht eingesetzt;;Pherai;;4;03.02.2026
nicht eingesetzt;;Pherai;;3;03.02.2026
war im Aufbautraining;;Pherai;;2;03.02.2026
war im Aufbautraining;;Pherai;;1;03.02.2026
nicht eingesetzt;;Ranos;;20;03.02.2026
nicht eingesetzt;;Ranos;;19;03.02.2026
nicht eingesetzt;;Ranos;;18;03.02.2026
nicht eingesetzt;;Ranos;;17;03.02.2026
nicht eingesetzt;;Ranos;;16;03.02.2026
gespielt;1.0;Ranos;6.4;15;03.02.2026
gespielt;5.0;Ranos;7.1;14;03.02.2026
gespielt;2.0;Ranos;6.5;13;03.02.2026
nicht eingesetzt;;Ranos;;12;03.02.2026
nicht eingesetzt;;Ranos;;11;03.02.2026
nicht eingesetzt;;Ranos;;10;03.02.2026
nicht eingesetzt;;Ranos;;9;03.02.2026
nicht eingesetzt;;Ranos;;8;03.02.2026
nicht eingesetzt;;Ranos;;7;03.02.2026
gespielt;1.0;Ranos;6.4;6;03.02.2026
gespielt;8.0;Ranos;7.2;5;03.02.2026
gespielt;1.0;Ranos;6.4;4;03.02.2026
gespielt;2.0;Ranos;6.5;3;03.02.2026
gespielt;1.0;Ranos;6.4;2;03.02.2026
nicht eingesetzt;;Ranos;;1;03.02.2026
hat die Liga verlassen;;Saad;;20;03.02.2026
hat die Liga verlassen;;Saad;;19;03.02.2026
hat die Liga verlassen;;Saad;;18;03.02.2026
hat die Liga verlassen;;Saad;;17;03.02.2026
nicht eingesetzt;;Saad;;16;03.02.2026
war auf Länderspielreise;;Saad;;15;03.02.2026
nicht eingesetzt;;Saad;;14;03.02.2026
nicht eingesetzt;;Saad;;13;03.02.2026
nicht eingesetzt;;Saad;;12;03.02.2026
gespielt;1.0;Saad;6.3;11;03.02.2026
gespielt;3.0;Saad;6.8;10;03.02.2026
gespielt;2.0;Saad;6.6;9;03.02.2026
gespielt;9.0;Saad;8.2;8;03.02.2026
gespielt;0.0;Saad;6.2;7;03.02.2026
gespielt;1.0;Saad;6.4;6;03.02.2026
nicht eingesetzt;;Saad;;5;03.02.2026
gespielt;2.0;Saad;6.6;4;03.02.2026
gespielt;4.0;Saad;6.9;3;03.02.2026
gespielt;3.0;Saad;6.8;2;03.02.2026
gespielt;2.0;Saad;6.5;1;03.02.2026
hat die Liga verlassen;;Sahiti;;20;03.02.2026
nicht eingesetzt;;Sahiti;;19;03.02.2026
nicht eingesetzt;;Sahiti;;18;03.02.2026
war verletzt;;Sahiti;;16;03.02.2026
nicht eingesetzt;;Sahiti;;15;03.02.2026
nicht eingesetzt;;Sahiti;;14;03.02.2026
nicht eingesetzt;;Sahiti;;13;03.02.2026
war angeschlagen;;Sahiti;;12;03.02.2026
nicht eingesetzt;;Sahiti;;11;03.02.2026
nicht eingesetzt;;Sahiti;;10;03.02.2026
nicht eingesetzt;;Sahiti;;9;03.02.2026
nicht eingesetzt;;Sahiti;;8;03.02.2026
nicht eingesetzt;;Sahiti;;7;03.02.2026
nicht eingesetzt;;Sahiti;;6;03.02.2026
nicht eingesetzt;;Sahiti;;5;03.02.2026
nicht eingesetzt;;Sahiti;;4;03.02.2026
nicht eingesetzt;;Sahiti;;3;03.02.2026
gespielt;2.0;Sahiti;6.5;2;03.02.2026
gespielt;2.0;Sahiti;6.5;1;03.02.2026
hat die Liga verlassen;;Schopp;;20;03.02.2026
hat die Liga verlassen;;Schopp;;19;03.02.2026
hat die Liga verlassen;;Schopp;;18;03.02.2026
nicht eingesetzt;;Schopp;;17;03.02.2026
nicht eingesetzt;;Schopp;;16;03.02.2026
nicht eingesetzt;;Schopp;;15;03.02.2026
nicht eingesetzt;;Schopp;;14;03.02.2026
nicht eingesetzt;;Schopp;;13;03.02.2026
nicht eingesetzt;;Schopp;;12;03.02.2026
nicht eingesetzt;;Schopp;;11;03.02.2026
nicht eingesetzt;;Schopp;;10;03.02.2026
nicht eingesetzt;;Schopp;;9;03.02.2026
nicht eingesetzt;;Schopp;;8;03.02.2026
nicht eingesetzt;;Schopp;;7;03.02.2026
nicht eingesetzt;;Schopp;;6;03.02.2026
nicht eingesetzt;;Schopp;;5;03.02.2026
nicht eingesetzt;;Schopp;;4;03.02.2026
nicht eingesetzt;;Schopp;;3;03.02.2026
nicht eingesetzt;;Schopp;;2;03.02.2026
nicht eingesetzt;;Schopp;;1;03.02.2026
hat die Liga verlassen;;Skov Olsen;;20;03.02.2026
hat die Liga verlassen;;Skov Olsen;;19;03.02.2026
hat die Liga verlassen;;Skov Olsen;;18;03.02.2026
nicht eingesetzt;;Skov Olsen;;17;03.02.2026
nicht eingesetzt;;Skov Olsen;;16;03.02.2026
war angeschlagen;;Skov Olsen;;15;03.02.2026
war verletzt;;Skov Olsen;;14;03.02.2026
nicht eingesetzt;;Skov Olsen;;13;03.02.2026
nicht eingesetzt;;Skov Olsen;;12;03.02.2026
nicht eingesetzt;;Skov Olsen;;11;03.02.2026
gespielt;0.0;Skov Olsen;;10;03.02.2026
nicht eingesetzt;;Skov Olsen;;9;03.02.2026
gespielt;2.0;Skov Olsen;6.6;8;03.02.2026
gespielt;3.0;Skov Olsen;6.7;7;03.02.2026
gespielt;3.0;Skov Olsen;6.8;6;03.02.2026
war im Aufbautraining;;Skov Olsen;;5;03.02.2026
gespielt;1.0;Skov Olsen;6.4;4;03.02.2026
gespielt;3.0;Skov Olsen;6.8;3;03.02.2026
gespielt;2.0;Skov Olsen;6.6;2;03.02.2026
gespielt;12.0;Skov Olsen;8.1;1;03.02.2026
nicht eingesetzt;;Soumahoro;;20;03.02.2026
nicht eingesetzt;;Soumahoro;;19;03.02.2026
nicht eingesetzt;;Soumahoro;;18;03.02.2026
war im Aufbautraining;;Soumahoro;;16;03.02.2026
gespielt;1.0;Soumahoro;6.4;15;03.02.2026
gespielt;0.0;Soumahoro;;14;03.02.2026
gespielt;1.0;Soumahoro;6.4;13;03.02.2026
nicht eingesetzt;;Soumahoro;;12;03.02.2026
nicht eingesetzt;;Soumahoro;;11;03.02.2026
nicht eingesetzt;;Soumahoro;;10;03.02.2026
nicht eingesetzt;;Soumahoro;;9;03.02.2026
war verletzt;;Soumahoro;;8;03.02.2026
nicht eingesetzt;;Soumahoro;;7;03.02.2026
nicht eingesetzt;;Soumahoro;;6;03.02.2026
nicht eingesetzt;;Soumahoro;;5;03.02.2026
nicht eingesetzt;;Soumahoro;;4;03.02.2026
gespielt;-3.0;Soumahoro;5.5;3;03.02.2026
nicht eingesetzt;;Soumahoro;;2;03.02.2026
nicht eingesetzt;;Soumahoro;;1;03.02.2026
hat die Liga verlassen;;Tohumcu;;20;03.02.2026
hat die Liga verlassen;;Tohumcu;;16;03.02.2026
hat die Liga verlassen;;Tohumcu;;19;03.02.2026
hat die Liga verlassen;;Tohumcu;;18;03.02.2026
hat die Liga verlassen;;Tohumcu;;17;03.02.2026
nicht eingesetzt;;Tohumcu;;15;03.02.2026
nicht eingesetzt;;Tohumcu;;14;03.02.2026
gespielt;2.0;Tohumcu;6.5;13;03.02.2026
nicht eingesetzt;;Tohumcu;;12;03.02.2026
nicht eingesetzt;;Tohumcu;;11;03.02.2026
nicht eingesetzt;;Tohumcu;;10;03.02.2026
nicht eingesetzt;;Tohumcu;;9;03.02.2026
nicht eingesetzt;;Tohumcu;;8;03.02.2026
nicht eingesetzt;;Tohumcu;;7;03.02.2026
nicht eingesetzt;;Tohumcu;;6;03.02.2026
gespielt;2.0;Tohumcu;6.5;5;03.02.2026
gespielt;2.0;Tohumcu;6.5;4;03.02.2026
nicht eingesetzt;;Tohumcu;;3;03.02.2026
gespielt;1.0;Tohumcu;6.3;2;03.02.2026
gespielt;4.0;Tohumcu;6.9;1;03.02.2026
gespielt;-1.0;Traoré;5.9;20;03.02.2026
nicht eingesetzt;;Traoré;;19;03.02.2026
gespielt;0.0;Traoré;;18;03.02.2026
gespielt;1.0;Traoré;6.3;17;03.02.2026
gespielt;1.0;Traoré;6.3;16;03.02.2026
gespielt;-2.0;Traoré;5.8;15;03.02.2026
gespielt;3.0;Traoré;6.8;14;03.02.2026
gespielt;1.0;Traoré;6.4;13;03.02.2026
gespielt;4.0;Traoré;6.9;12;03.02.2026
gespielt;0.0;Traoré;6.2;11;03.02.2026
gespielt;-1.0;Traoré;6.0;10;03.02.2026
gespielt;3.0;Traoré;6.8;9;03.02.2026
gespielt;3.0;Traoré;6.8;8;03.02.2026
gespielt;1.0;Traoré;6.4;7;03.02.2026
gespielt;1.0;Traoré;6.3;6;03.02.2026
gespielt;2.0;Traoré;6.5;5;03.02.2026
gespielt;6.0;Traoré;7.4;4;03.02.2026
gespielt;0.0;Traoré;6.1;3;03.02.2026
gespielt;-1.0;Traoré;5.9;2;03.02.2026
gespielt;0.0;Traoré;6.2;1;03.02.2026
hat die Liga verlassen;;Wahi;;20;03.02.2026
hat die Liga verlassen;;Wahi;;19;03.02.2026
hat die Liga verlassen;;Wahi;;18;03.02.2026
hat die Liga verlassen;;Wahi;;17;03.02.2026
hat die Liga verlassen;;Wahi;;16;03.02.2026
war verletzt;;Wahi;;15;03.02.2026
nicht eingesetzt;;Wahi;;14;03.02.2026
nicht eingesetzt;;Wahi;;13;03.02.2026
nicht eingesetzt;;Wahi;;12;03.02.2026
gespielt;1.0;Wahi;6.4;11;03.02.2026
gespielt;0.0;Wahi;6.2;10;03.02.2026
gespielt;1.0;Wahi;6.4;9;03.02.2026
gespielt;3.0;Wahi;6.7;8;03.02.2026
nicht eingesetzt;;Wahi;;7;03.02.2026
gespielt;1.0;Wahi;6.4;6;03.02.2026
gespielt;1.0;Wahi;6.4;5;03.02.2026
gespielt;2.0;Wahi;6.6;4;03.02.2026
gespielt;2.0;Wahi;6.5;3;03.02.2026
gespielt;2.0;Wahi;6.6;2;03.02.2026
gespielt;2.0;Wahi;6.5;1;03.02.2026
gespielt;2.0;Werner;6.5;15;03.02.2026
gespielt;0.0;Werner;;14;03.02.2026
gespielt;0.0;Werner;6.1;5;03.02.2026
nicht eingesetzt;;Alvero;;20;03.02.2026
nicht eingesetzt;;Alvero;;16;03.02.2026
nicht eingesetzt;;Alvero;;19;03.02.2026
nicht eingesetzt;;Alvero;;18;03.02.2026
nicht eingesetzt;;Alvero;;17;03.02.2026
nicht eingesetzt;;Alvero;;15;03.02.2026
nicht eingesetzt;;Alvero;;14;03.02.2026
war angeschlagen;;Alvero;;13;03.02.2026
nicht eingesetzt;;Alvero;;12;03.02.2026
nicht eingesetzt;;Alvero;;11;03.02.2026
nicht eingesetzt;;Alvero;;10;03.02.2026
nicht eingesetzt;;Alvero;;9;03.02.2026
nicht eingesetzt;;Alvero;;8;03.02.2026
nicht eingesetzt;;Alvero;;7;03.02.2026
nicht eingesetzt;;Alvero;;6;03.02.2026
nicht eingesetzt;;Alvero;;5;03.02.2026
nicht eingesetzt;;Alvero;;4;03.02.2026
gespielt;2.0;Alvero;6.6;3;03.02.2026
gespielt;4.0;Alvero;6.9;2;03.02.2026
nicht eingesetzt;;Alvero;;1;03.02.2026
nicht eingesetzt;;Angély;;20;03.02.2026
nicht eingesetzt;;Angély;;19;03.02.2026
nicht eingesetzt;;Angély;;18;03.02.2026
nicht eingesetzt;;Angély;;17;03.02.2026
nicht eingesetzt;;Angély;;16;03.02.2026
nicht eingesetzt;;Angély;;15;03.02.2026
nicht eingesetzt;;Angély;;14;03.02.2026
nicht eingesetzt;;Angély;;13;03.02.2026
nicht eingesetzt;;Angély;;12;03.02.2026
nicht eingesetzt;;Angély;;11;03.02.2026
nicht eingesetzt;;Angély;;10;03.02.2026
nicht eingesetzt;;Angély;;9;03.02.2026
nicht eingesetzt;;Angély;;8;03.02.2026
nicht eingesetzt;;Angély;;7;03.02.2026
war verletzt;;Angély;;6;03.02.2026
nicht eingesetzt;;Angély;;5;03.02.2026
nicht eingesetzt;;Angély;;4;03.02.2026
nicht eingesetzt;;Angély;;3;03.02.2026
nicht eingesetzt;;Angély;;2;03.02.2026
nicht eingesetzt;;Angély;;1;03.02.2026
nicht eingesetzt;;Boey;;20;03.02.2026
war im Aufbautraining;;Boey;;19;03.02.2026
war im Aufbautraining;;Boey;;18;03.02.2026
war im Aufbautraining;;Boey;;17;03.02.2026
war verletzt;;Boey;;16;03.02.2026
war verletzt;;Boey;;15;03.02.2026
nicht eingesetzt;;Boey;;14;03.02.2026
nicht eingesetzt;;Boey;;13;03.02.2026
nicht eingesetzt;;Boey;;12;03.02.2026
nicht eingesetzt;;Boey;;11;03.02.2026
nicht eingesetzt;;Boey;;10;03.02.2026
gespielt;1.0;Boey;6.3;9;03.02.2026
gespielt;2.0;Boey;6.6;8;03.02.2026
gespielt;1.0;Boey;6.3;7;03.02.2026
gespielt;2.0;Boey;6.5;6;03.02.2026
gespielt;7.0;Boey;7.5;5;03.02.2026
gespielt;3.0;Boey;6.8;4;03.02.2026
gespielt;1.0;Boey;6.4;3;03.02.2026
gespielt;-5.0;Boey;5.2;2;03.02.2026
gespielt;3.0;Boey;6.7;1;03.02.2026
wurde nicht berücksichtigt;;Kujović;;20;03.02.2026
wurde nicht berücksichtigt;;Kujović;;19;03.02.2026
wurde nicht berücksichtigt;;Kujović;;18;03.02.2026
wurde nicht berücksichtigt;;Kujović;;17;03.02.2026
wurde nicht berücksichtigt;;Kujović;;16;03.02.2026
wurde nicht berücksichtigt;;Kujović;;15;03.02.2026
wurde nicht berücksichtigt;;Kujović;;14;03.02.2026
wurde nicht berücksichtigt;;Kujović;;13;03.02.2026
wurde nicht berücksichtigt;;Kujović;;12;03.02.2026
wurde nicht berücksichtigt;;Kujović;;11;03.02.2026
wurde nicht berücksichtigt;;Kujović;;10;03.02.2026
wurde nicht berücksichtigt;;Kujović;;9;03.02.2026
wurde nicht berücksichtigt;;Kujović;;8;03.02.2026
wurde nicht berücksichtigt;;Kujović;;7;03.02.2026
wurde nicht berücksichtigt;;Kujović;;6;03.02.2026
wurde nicht berücksichtigt;;Kujović;;5;03.02.2026
wurde nicht berücksichtigt;;Kujović;;4;03.02.2026
wurde nicht berücksichtigt;;Kujović;;3;03.02.2026
wurde nicht berücksichtigt;;Kujović;;2;03.02.2026
wurde nicht berücksichtigt;;Kujović;;1;03.02.2026
nicht eingesetzt;;Ngankam;;20;03.02.2026
nicht eingesetzt;;Ngankam;;19;03.02.2026
nicht eingesetzt;;Ngankam;;18;03.02.2026
nicht eingesetzt;;Ngankam;;17;03.02.2026
nicht eingesetzt;;Ngankam;;16;03.02.2026
gespielt;2.0;Ngankam;6.5;15;03.02.2026
nicht eingesetzt;;Ngankam;;14;03.02.2026
gespielt;1.0;Ngankam;6.4;13;03.02.2026
gespielt;2.0;Ngankam;6.5;12;03.02.2026
nicht eingesetzt;;Ngankam;;11;03.02.2026
nicht eingesetzt;;Ngankam;;10;03.02.2026
nicht eingesetzt;;Ngankam;;9;03.02.2026
war im Aufbautraining;;Ngankam;;8;03.02.2026
war im Aufbautraining;;Ngankam;;7;03.02.2026
war im Aufbautraining;;Ngankam;;6;03.02.2026
war im Aufbautraining;;Ngankam;;5;03.02.2026
war im Aufbautraining;;Ngankam;;4;03.02.2026
war im Aufbautraining;;Ngankam;;3;03.02.2026
war im Aufbautraining;;Ngankam;;2;03.02.2026
war im Aufbautraining;;Ngankam;;1;03.02.2026
nicht eingesetzt;;Urbig;;20;03.02.2026
gespielt;3.0;Urbig;6.7;19;03.02.2026
nicht eingesetzt;;Urbig;;18;03.02.2026
nicht eingesetzt;;Urbig;;17;03.02.2026
nicht eingesetzt;;Urbig;;16;03.02.2026
gespielt;5.0;Urbig;7.1;15;03.02.2026
nicht eingesetzt;;Urbig;;14;03.02.2026
gespielt;4.0;Urbig;7.0;13;03.02.2026
nicht eingesetzt;;Urbig;;12;03.02.2026
nicht eingesetzt;;Urbig;;11;03.02.2026
nicht eingesetzt;;Urbig;;10;03.02.2026
nicht eingesetzt;;Urbig;;9;03.02.2026
gespielt;3.0;Urbig;6.8;8;03.02.2026
nicht eingesetzt;;Urbig;;7;03.02.2026
war im Aufbautraining;;Urbig;;6;03.02.2026
war verletzt;;Urbig;;5;03.02.2026
nicht eingesetzt;;Urbig;;4;03.02.2026
nicht eingesetzt;;Urbig;;3;03.02.2026
nicht eingesetzt;;Urbig;;2;03.02.2026
nicht eingesetzt;;Urbig;;1;03.02.2026
gespielt;3.0;A. Jung;6.8;22;16.02.2026
gespielt;2.0;A. Jung;6.6;21;16.02.2026
nicht eingesetzt;;A. Jung;;20;16.02.2026
nicht eingesetzt;;A. Jung;;19;16.02.2026
nicht eingesetzt;;A. Jung;;18;16.02.2026
gespielt;3.0;A. Jung;6.7;17;16.02.2026
gespielt;1.0;A. Jung;6.3;16;16.02.2026
gespielt;0.0;A. Jung;6.2;15;16.02.2026
gespielt;3.0;A. Jung;6.7;14;16.02.2026
gespielt;-3.0;A. Jung;5.5;13;16.02.2026
nicht eingesetzt;;A. Jung;;12;16.02.2026
nicht eingesetzt;;A. Jung;;11;16.02.2026
nicht eingesetzt;;A. Jung;;10;16.02.2026
nicht eingesetzt;;A. Jung;;9;16.02.2026
nicht eingesetzt;;A. Jung;;8;16.02.2026
nicht eingesetzt;;A. Jung;;7;16.02.2026
nicht eingesetzt;;A. Jung;;6;16.02.2026
gespielt;3.0;A. Jung;6.7;5;16.02.2026
gespielt;2.0;A. Jung;6.5;4;16.02.2026
nicht eingesetzt;;A. Jung;;3;16.02.2026
gespielt;2.0;A. Jung;6.6;2;16.02.2026
nicht eingesetzt;;A. Jung;;1;16.02.2026
gespielt;10.0;Ache;7.6;22;16.02.2026
gespielt;6.0;Ache;7.4;21;16.02.2026
gespielt;3.0;Ache;6.8;20;16.02.2026
gespielt;5.0;Ache;7.1;19;16.02.2026
gespielt;16.0;Ache;8.6;18;16.02.2026
gespielt;4.0;Ache;6.9;17;16.02.2026
gespielt;1.0;Ache;6.4;16;16.02.2026
gespielt;3.0;Ache;6.8;15;16.02.2026
gespielt;2.0;Ache;6.6;14;16.02.2026
gespielt;3.0;Ache;6.8;13;16.02.2026
war verletzt;;Ache;;12;16.02.2026
gespielt;4.0;Ache;7.0;11;16.02.2026
gespielt;4.0;Ache;6.9;10;16.02.2026
gespielt;9.0;Ache;7.3;9;16.02.2026
gespielt;2.0;Ache;6.5;8;16.02.2026
gespielt;2.0;Ache;6.5;7;16.02.2026
gespielt;2.0;Ache;6.6;6;16.02.2026
gespielt;6.0;Ache;7.4;5;16.02.2026
gespielt;2.0;Ache;6.5;4;16.02.2026
gespielt;3.0;Ache;6.7;3;16.02.2026
gespielt;2.0;Ache;6.6;2;16.02.2026
gespielt;1.0;Ache;6.4;1;16.02.2026
nicht eingesetzt;;Adeh;;22;16.02.2026
nicht eingesetzt;;Adeh;;21;16.02.2026
nicht eingesetzt;;Adeh;;20;16.02.2026
war im Aufbautraining;;Adeh;;16;16.02.2026
war im Aufbautraining;;Adeh;;19;16.02.2026
war verletzt;;Adeh;;18;16.02.2026
war verletzt;;Adeh;;17;16.02.2026
nicht eingesetzt;;Adeh;;15;16.02.2026
nicht eingesetzt;;Adeh;;14;16.02.2026
nicht eingesetzt;;Adeh;;13;16.02.2026
nicht eingesetzt;;Adeh;;12;16.02.2026
nicht eingesetzt;;Adeh;;11;16.02.2026
nicht eingesetzt;;Adeh;;10;16.02.2026
nicht eingesetzt;;Adeh;;9;16.02.2026
nicht eingesetzt;;Adeh;;8;16.02.2026
nicht eingesetzt;;Adeh;;7;16.02.2026
nicht eingesetzt;;Adeh;;6;16.02.2026
nicht eingesetzt;;Adeh;;5;16.02.2026
nicht eingesetzt;;Adeh;;4;16.02.2026
nicht eingesetzt;;Adeh;;3;16.02.2026
nicht eingesetzt;;Adeh;;2;16.02.2026
nicht eingesetzt;;Adeh;;1;16.02.2026
gespielt;1.0;Adeyemi;6.3;22;16.02.2026
war verletzt;;Adeyemi;;21;16.02.2026
gespielt;4.0;Adeyemi;7.0;20;16.02.2026
nicht eingesetzt;;Adeyemi;;19;16.02.2026
gespielt;12.0;Adeyemi;8.2;18;16.02.2026
gespielt;2.0;Adeyemi;6.5;17;16.02.2026
gespielt;2.0;Adeyemi;6.6;16;16.02.2026
gespielt;-2.0;Adeyemi;5.8;15;16.02.2026
gespielt;0.0;Adeyemi;;14;16.02.2026
gespielt;0.0;Adeyemi;6.1;13;16.02.2026
gespielt;8.0;Adeyemi;7.1;12;16.02.2026
gespielt;8.0;Adeyemi;7.1;11;16.02.2026
gespielt;1.0;Adeyemi;6.4;10;16.02.2026
gespielt;0.0;Adeyemi;;9;16.02.2026
gespielt;5.0;Adeyemi;7.1;8;16.02.2026
gespielt;1.0;Adeyemi;6.4;7;16.02.2026
gespielt;0.0;Adeyemi;6.1;6;16.02.2026
gespielt;11.0;Adeyemi;7.7;5;16.02.2026
gespielt;11.0;Adeyemi;7.8;4;16.02.2026
gespielt;7.0;Adeyemi;7.6;3;16.02.2026
gespielt;0.0;Adeyemi;;2;16.02.2026
gespielt;5.0;Adeyemi;7.1;1;16.02.2026
gespielt;0.0;Adjetey;;22;16.02.2026
nicht eingesetzt;;Adjetey;;21;16.02.2026
nicht eingesetzt;;Adjetey;;20;16.02.2026
nicht eingesetzt;;Adjetey;;19;16.02.2026
nicht eingesetzt;;Adjetey;;18;16.02.2026
nicht eingesetzt;;Adjetey;;17;16.02.2026
nicht eingesetzt;;Adjetey;;16;16.02.2026
nicht eingesetzt;;Adjetey;;15;16.02.2026
nicht eingesetzt;;Adjetey;;14;16.02.2026
nicht eingesetzt;;Adjetey;;13;16.02.2026
nicht eingesetzt;;Adjetey;;12;16.02.2026
nicht eingesetzt;;Adjetey;;11;16.02.2026
nicht eingesetzt;;Adjetey;;10;16.02.2026
nicht eingesetzt;;Adjetey;;9;16.02.2026
nicht eingesetzt;;Adjetey;;8;16.02.2026
nicht eingesetzt;;Adjetey;;7;16.02.2026
nicht eingesetzt;;Adjetey;;6;16.02.2026
nicht eingesetzt;;Adjetey;;5;16.02.2026
nicht eingesetzt;;Adjetey;;4;16.02.2026
nicht eingesetzt;;Adjetey;;3;16.02.2026
nicht eingesetzt;;Adjetey;;2;16.02.2026
nicht eingesetzt;;Adjetey;;1;16.02.2026
gespielt;4.0;Agu;6.9;22;16.02.2026
gespielt;3.0;Agu;6.7;21;16.02.2026
war angeschlagen;;Agu;;20;16.02.2026
war im Aufbautraining;;Agu;;16;16.02.2026
war im Aufbautraining;;Agu;;19;16.02.2026
war im Aufbautraining;;Agu;;18;16.02.2026
war im Aufbautraining;;Agu;;17;16.02.2026
war im Aufbautraining;;Agu;;15;16.02.2026
war im Aufbautraining;;Agu;;14;16.02.2026
war im Aufbautraining;;Agu;;13;16.02.2026
war im Aufbautraining;;Agu;;12;16.02.2026
war im Aufbautraining;;Agu;;11;16.02.2026
war im Aufbautraining;;Agu;;10;16.02.2026
war im Aufbautraining;;Agu;;9;16.02.2026
war im Aufbautraining;;Agu;;8;16.02.2026
war verletzt;;Agu;;7;16.02.2026
gespielt;4.0;Agu;7.0;6;16.02.2026
gespielt;2.0;Agu;6.5;5;16.02.2026
gespielt;-1.0;Agu;5.9;4;16.02.2026
gespielt;9.0;Agu;8.2;3;16.02.2026
gespielt;3.0;Agu;6.7;2;16.02.2026
gespielt;0.0;Agu;6.1;1;16.02.2026
war Rot gesperrt;;Akpoguma;;22;16.02.2026
gespielt;-12.0;Akpoguma;4.0;21;16.02.2026
gespielt;0.0;Akpoguma;;20;16.02.2026
gespielt;0.0;Akpoguma;;16;16.02.2026
nicht eingesetzt;;Akpoguma;;19;16.02.2026
nicht eingesetzt;;Akpoguma;;18;16.02.2026
nicht eingesetzt;;Akpoguma;;17;16.02.2026
