Spieler;Marktwert;Besitzer;TM_Stand
Akpoguma;1.760.000;Alfons;22.07.2025
Ginter;3.470.000;Alfons;22.07.2025
Kristensen;4.870.000;Alfons;22.07.2025
Gulácsi;2.080.000;Alfons;22.07.2025
Gnabry;5.940.000;Pascal;22.07.2025
Zesiger;2.070.000;Christoph;22.07.2025
Oppie;2.100.000;Computer;22.07.2025
Andrich;2.940.000;Computer;22.07.2025
Wanner;4.380.000;Dominik;23.07.2025
Chabot;3.470.000;Dominik;23.07.2025
Bebou;1.090.000;Alfons;23.07.2025
S. Banks;370.000;Alfons;23.07.2025
Matanović;4.230.000;Alfons;23.07.2025
Dinkçi;1.700.000;Alfons;23.07.2025
Tietz;3.340.000;Alfons;23.07.2025
Undav;7.460.000;Alfons;23.07.2025
Meffert;880.000;Alfons;23.07.2025
Banzuzi;3.050.000;Alfons;23.07.2025
J. Hofmann;2.140.000;Alfons;23.07.2025
Tauer;190.000;Alfons;23.07.2025
Süle;2.720.000;Alfons;23.07.2025
Skov Olsen;2.530.000;Christoph;23.07.2025
Pyrka;350.000;Computer;23.07.2025
Mwene;1.980.000;Computer;23.07.2025
Čović;370.000;Thomas;23.07.2025
Borges Sanches;200.000;Thomas;23.07.2025
Davies;2.540.000;Thomas;23.07.2025
Burkardt;10.620.000;Thomas;23.07.2025
Wahl;2.270.000;Thomas;23.07.2025
M. Eggestein;3.230.000;Thomas;23.07.2025
Laimer;4.620.000;Thomas;23.07.2025
Meyer;220.000;Thomas;23.07.2025
Doan;9.500.000;Thomas;23.07.2025
Grimaldo;7.830.000;Thomas;23.07.2025
Treu;2.650.000;Thomas;23.07.2025
Weiper;4.970.000;Thomas;23.07.2025
Zesiger;2.070.000;Christoph;23.07.2025
Ekitiké;8.490.000;Christian;23.07.2025
Martel;2.900.000;Alfons;23.07.2025
Querfeld;2.780.000;Alfons;23.07.2025
Akpoguma;1.750.000;Alfons;23.07.2025
Ginter;3.520.000;Alfons;23.07.2025
Kristensen;4.910.000;Alfons;23.07.2025
Gulácsi;2.150.000;Alfons;23.07.2025
Kabadayi;280.000;Alfons;23.07.2025
Nsoki;720.000;Christoph;23.07.2025
Coulibaly;160.000;Computer;23.07.2025
Nordin;660.000;Computer;23.07.2025
Scienza;2.710.000;Computer;23.07.2025
Deman;280.000;Computer;23.07.2025
Krauß;2.600.000;Computer;23.07.2025
Heintz;690.000;Computer;23.07.2025
Ceesay;200.000;Dominik;23.07.2025
Al-Dakhil;600.000;Dominik;23.07.2025
Ogbus;200.000;Dominik;23.07.2025
Uzun;3.850.000;Dominik;23.07.2025
Sieb;910.000;Dominik;23.07.2025
Mets;330.000;Dominik;23.07.2025
Malatini;380.000;Dominik;23.07.2025
Kauã Santos;670.000;Dominik;23.07.2025
P. Aaronson;1.130.000;Dominik;23.07.2025
Netz;640.000;Dominik;23.07.2025
Baumgartner;2.270.000;Dominik;23.07.2025
Ritzka;500.000;Dominik;23.07.2025
Hübers;2.050.000;Dominik;23.07.2025
Klostermann;2.150.000;Dominik;23.07.2025
Haberer;840.000;Dominik;23.07.2025
Groß;4.850.000;Dominik;23.07.2025
Neuer;2.480.000;Dominik;23.07.2025
Diehl;770.000;Thomas;23.07.2025
Glatzel;4.150.000;Thomas;23.07.2025
Agu;3.120.000;Thomas;23.07.2025
Heuer Fernandes;1.820.000;Thomas;23.07.2025
Muheim;2.640.000;Nico;23.07.2025
Hendriks;980.000;Nico;23.07.2025
Saliakas;2.600.000;Nico;23.07.2025
Pavlović;6.260.000;Nico;23.07.2025
Doekhi;2.500.000;Nico;23.07.2025
Schäfer;1.040.000;Nico;23.07.2025
Knauff;4.670.000;Nico;23.07.2025
Dorsch;1.390.000;Nico;23.07.2025
Zentner;3.190.000;Nico;23.07.2025
Wahi;2.390.000;Nico;23.07.2025
Olise;16.530.000;Nico;23.07.2025
Hložek;4.690.000;Nico;23.07.2025
Höler;2.620.000;Nico;23.07.2025
Gregoritsch;1.520.000;Nico;23.07.2025
Tape;1.810.000;Computer;23.07.2025
Vavro;4.810.000;Computer;23.07.2025
Paçarada;1.400.000;Computer;23.07.2025
Adeyemi;7.390.000;Computer;23.07.2025
Bernardo;3.140.000;Computer;23.07.2025
Schonlau;770.000;Computer;23.07.2025
Giannoulis;3.060.000;Computer;23.07.2025
Gnabry;5.980.000;Pascal;23.07.2025
Smolčić;180.000;Christian;24.07.2025
Vavro;4.680.000;Dominik;24.07.2025
Gnabry;5.970.000;Pascal;24.07.2025
Faye;1.000.000;Computer;24.07.2025
Mæhle;2.320.000;Computer;24.07.2025
Scherhant;1.430.000;Computer;24.07.2025
Reyna;560.000;Computer;24.07.2025
Jeong;1.950.000;Computer;24.07.2025
Sarco;170.000;Computer;24.07.2025
Ogbemudia;180.000;Computer;24.07.2025
Grahl;160.000;Computer;24.07.2025
Čović;400.000;Thomas;24.07.2025
Treu;2.620.000;Thomas;24.07.2025
Grimaldo;7.880.000;Thomas;24.07.2025
Davies;2.520.000;Thomas;24.07.2025
Doan;9.320.000;Thomas;24.07.2025
Laimer;4.530.000;Thomas;24.07.2025
Meyer;250.000;Thomas;24.07.2025
Heuer Fernandes;2.020.000;Thomas;24.07.2025
Agu;3.120.000;Thomas;24.07.2025
Diehl;770.000;Thomas;24.07.2025
Glatzel;4.020.000;Thomas;24.07.2025
Chabot;3.500.000;Dominik;24.07.2025
Bebou;1.020.000;Alfons;24.07.2025
S. Banks;360.000;Alfons;24.07.2025
Dinkçi;1.800.000;Alfons;24.07.2025
Tietz;3.310.000;Alfons;24.07.2025
Undav;8.050.000;Alfons;24.07.2025
Banzuzi;3.070.000;Alfons;24.07.2025
J. Hofmann;2.090.000;Alfons;24.07.2025
Tauer;190.000;Alfons;24.07.2025
Süle;2.560.000;Alfons;24.07.2025
Skov Olsen;2.470.000;Christoph;24.07.2025
Pyrka;330.000;Computer;24.07.2025
Mwene;2.000.000;Computer;24.07.2025
Borges Sanches;210.000;Thomas;24.07.2025
Burkardt;10.950.000;Thomas;24.07.2025
Wahl;2.240.000;Thomas;24.07.2025
M. Eggestein;3.510.000;Thomas;24.07.2025
Weiper;5.160.000;Thomas;24.07.2025
Zesiger;2.090.000;Christoph;24.07.2025
Martel;2.720.000;Alfons;24.07.2025
Querfeld;2.820.000;Alfons;24.07.2025
Akpoguma;1.620.000;Alfons;24.07.2025
Ginter;3.780.000;Alfons;24.07.2025
Kristensen;4.820.000;Alfons;24.07.2025
Gulácsi;2.270.000;Alfons;24.07.2025
Kabadayi;270.000;Alfons;24.07.2025
Nsoki;760.000;Christoph;24.07.2025
Coulibaly;160.000;Computer;24.07.2025
Scienza;2.610.000;Computer;24.07.2025
Deman;270.000;Computer;24.07.2025
Krauß;2.430.000;Computer;24.07.2025
Heintz;680.000;Computer;24.07.2025
Ceesay;190.000;Dominik;24.07.2025
Ogbus;200.000;Dominik;24.07.2025
Uzun;3.930.000;Dominik;24.07.2025
Sieb;890.000;Dominik;24.07.2025
Mets;330.000;Dominik;24.07.2025
Malatini;400.000;Dominik;24.07.2025
P. Aaronson;1.330.000;Dominik;24.07.2025
Ritzka;490.000;Dominik;24.07.2025
Hübers;2.090.000;Dominik;24.07.2025
Klostermann;2.180.000;Dominik;24.07.2025
Haberer;830.000;Dominik;24.07.2025
Muheim;2.430.000;Nico;25.07.2025
Wahi;2.400.000;Nico;25.07.2025
Olise;15.080.000;Nico;25.07.2025
Hendriks;940.000;Nico;25.07.2025
Saliakas;2.830.000;Nico;25.07.2025
Pavlović;6.520.000;Nico;25.07.2025
Doekhi;2.500.000;Nico;25.07.2025
Schäfer;980.000;Nico;25.07.2025
Knauff;4.660.000;Nico;25.07.2025
Dorsch;1.430.000;Nico;25.07.2025
Zentner;3.230.000;Nico;25.07.2025
Hložek;4.680.000;Nico;25.07.2025
Höler;2.870.000;Nico;25.07.2025
Gregoritsch;1.630.000;Nico;25.07.2025
Beste;3.080.000;Computer;25.07.2025
Hermann;160.000;Computer;25.07.2025
T. Philipp;160.000;Computer;25.07.2025
Amenda;400.000;Computer;25.07.2025
Stark;2.150.000;Computer;25.07.2025
Banzuzi;3.050.000;Alfons;25.07.2025
Kabadayi;280.000;Alfons;25.07.2025
Čović;410.000;Thomas;25.07.2025
Laimer;4.590.000;Thomas;25.07.2025
Agu;3.100.000;Thomas;25.07.2025
Doan;9.370.000;Thomas;25.07.2025
Glatzel;4.350.000;Thomas;25.07.2025
M. Eggestein;3.510.000;Thomas;25.07.2025
Wahl;2.300.000;Thomas;25.07.2025
Burkardt;12.590.000;Thomas;25.07.2025
Borges Sanches;210.000;Thomas;25.07.2025
Weiper;5.160.000;Thomas;25.07.2025
Ceesay;190.000;Dominik;25.07.2025
Al-Dakhil;650.000;Dominik;25.07.2025
Ogbus;200.000;Dominik;25.07.2025
Uzun;3.970.000;Dominik;25.07.2025
Sieb;870.000;Dominik;25.07.2025
Mets;320.000;Dominik;25.07.2025
Malatini;420.000;Dominik;25.07.2025
Kauã Santos;680.000;Dominik;25.07.2025
P. Aaronson;1.330.000;Dominik;25.07.2025
Adli;2.690.000;Dominik;25.07.2025
Netz;640.000;Dominik;25.07.2025
N. Schlotterbeck;3.750.000;Dominik;25.07.2025
Baumgartner;2.540.000;Dominik;25.07.2025
Ritzka;470.000;Dominik;25.07.2025
Hübers;2.110.000;Dominik;25.07.2025
Klostermann;2.060.000;Dominik;25.07.2025
Haberer;840.000;Dominik;25.07.2025
Groß;4.930.000;Dominik;25.07.2025
Neuer;2.540.000;Dominik;25.07.2025
Gulácsi;2.380.000;Alfons;25.07.2025
Kristensen;4.860.000;Alfons;25.07.2025
Ginter;3.780.000;Alfons;25.07.2025
Akpoguma;1.650.000;Alfons;25.07.2025
Querfeld;2.780.000;Alfons;25.07.2025
Martel;2.840.000;Alfons;25.07.2025
S. Banks;350.000;Alfons;25.07.2025
Nsoki;850.000;Christoph;25.07.2025
Nordin;650.000;Alfons;25.07.2025
Giannoulis;2.870.000;Alfons;25.07.2025
Smolčić;180.000;Christian;25.07.2025
Gnabry;6.400.000;Pascal;25.07.2025
Faye;970.000;Computer;25.07.2025
Mæhle;2.420.000;Computer;25.07.2025
Scherhant;1.350.000;Computer;25.07.2025
Reyna;550.000;Computer;25.07.2025
Jeong;1.910.000;Computer;25.07.2025
Sarco;170.000;Computer;25.07.2025
Ogbemudia;180.000;Computer;25.07.2025
Grahl;160.000;Computer;25.07.2025
Treu;2.700.000;Thomas;25.07.2025
Grimaldo;7.980.000;Thomas;25.07.2025
Davies;2.520.000;Thomas;25.07.2025
Meyer;250.000;Thomas;25.07.2025
Heuer Fernandes;2.020.000;Thomas;25.07.2025
Diehl;760.000;Thomas;25.07.2025
Bebou;970.000;Alfons;25.07.2025
Dinkçi;1.850.000;Alfons;25.07.2025
Tietz;3.320.000;Alfons;25.07.2025
Undav;8.350.000;Alfons;25.07.2025
J. Hofmann;2.310.000;Alfons;25.07.2025
Tauer;190.000;Alfons;25.07.2025
Süle;2.480.000;Alfons;25.07.2025
Skov Olsen;2.600.000;Christoph;25.07.2025
Pyrka;320.000;Computer;25.07.2025
Mwene;2.010.000;Computer;25.07.2025
Zesiger;2.090.000;Christoph;25.07.2025
Millot;3.410.000;Andreas;25.07.2025
Mwene;2.010.000;Christoph;26.07.2025
Mæhle;2.640.000;Christoph;26.07.2025
Hansen-Aarøen;210.000;Computer;26.07.2025
Král;420.000;Computer;26.07.2025
Røssing-Lelesiit;280.000;Computer;26.07.2025
Bebou;910.000;Alfons;26.07.2025
Dinkçi;1.820.000;Alfons;26.07.2025
Tietz;3.590.000;Alfons;26.07.2025
Undav;8.410.000;Alfons;26.07.2025
Banzuzi;2.990.000;Alfons;26.07.2025
J. Hofmann;2.440.000;Alfons;26.07.2025
Tauer;190.000;Alfons;26.07.2025
Süle;2.490.000;Alfons;26.07.2025
M. Eggestein;3.550.000;Thomas;26.07.2025
Wahl;2.410.000;Thomas;26.07.2025
Laimer;4.640.000;Thomas;26.07.2025
Weiper;5.000.000;Thomas;26.07.2025
Čović;420.000;Thomas;26.07.2025
Diehl;720.000;Thomas;26.07.2025
Grimaldo;8.270.000;Thomas;26.07.2025
Davies;2.450.000;Thomas;26.07.2025
Treu;2.690.000;Thomas;26.07.2025
Meyer;240.000;Thomas;26.07.2025
Heuer Fernandes;2.000.000;Thomas;26.07.2025
Doan;8.980.000;Thomas;26.07.2025
Skov Olsen;2.610.000;Christoph;26.07.2025
Nsoki;820.000;Christoph;26.07.2025
Zesiger;2.020.000;Christoph;26.07.2025
Millot;3.590.000;Andreas;26.07.2025
Muheim;2.410.000;Nico;26.07.2025
Wahi;2.400.000;Nico;26.07.2025
Olise;15.090.000;Nico;26.07.2025
Hendriks;920.000;Nico;26.07.2025
Saliakas;2.810.000;Nico;26.07.2025
Pavlović;6.640.000;Nico;26.07.2025
Doekhi;2.520.000;Nico;26.07.2025
Schäfer;970.000;Nico;26.07.2025
Knauff;4.540.000;Nico;26.07.2025
Dorsch;1.440.000;Nico;26.07.2025
Zentner;3.230.000;Nico;26.07.2025
Hložek;4.740.000;Nico;26.07.2025
Höler;2.900.000;Nico;26.07.2025
Gregoritsch;1.670.000;Nico;26.07.2025
Beste;3.060.000;Computer;26.07.2025
Hermann;160.000;Computer;26.07.2025
T. Philipp;160.000;Computer;26.07.2025
Amenda;390.000;Computer;26.07.2025
Stark;2.160.000;Computer;26.07.2025
Kabadayi;280.000;Alfons;26.07.2025
Agu;3.010.000;Thomas;26.07.2025
Glatzel;4.280.000;Thomas;26.07.2025
Burkardt;12.590.000;Thomas;26.07.2025
Borges Sanches;210.000;Thomas;26.07.2025
Ceesay;200.000;Dominik;26.07.2025
Al-Dakhil;650.000;Dominik;26.07.2025
Ogbus;190.000;Dominik;26.07.2025
Uzun;3.900.000;Dominik;26.07.2025
Sieb;880.000;Dominik;26.07.2025
Mets;300.000;Dominik;26.07.2025
Malatini;430.000;Dominik;26.07.2025
Kauã Santos;640.000;Dominik;26.07.2025
P. Aaronson;1.270.000;Dominik;26.07.2025
Adli;2.610.000;Dominik;26.07.2025
Netz;700.000;Dominik;26.07.2025
N. Schlotterbeck;3.440.000;Dominik;26.07.2025
Baumgartner;2.530.000;Dominik;26.07.2025
Ritzka;470.000;Dominik;26.07.2025
Hübers;2.060.000;Dominik;26.07.2025
Klostermann;2.280.000;Dominik;26.07.2025
Haberer;860.000;Dominik;26.07.2025
Groß;4.880.000;Dominik;26.07.2025
Neuer;2.480.000;Dominik;26.07.2025
Gulácsi;2.340.000;Alfons;26.07.2025
Kristensen;4.800.000;Alfons;26.07.2025
Ginter;3.640.000;Alfons;26.07.2025
Akpoguma;1.530.000;Alfons;26.07.2025
Querfeld;2.760.000;Alfons;26.07.2025
Martel;2.860.000;Alfons;26.07.2025
S. Banks;340.000;Alfons;26.07.2025
Nordin;640.000;Alfons;26.07.2025
Giannoulis;2.680.000;Alfons;26.07.2025
Smolčić;190.000;Christian;26.07.2025
Gnabry;6.240.000;Pascal;26.07.2025
Faye;920.000;Computer;26.07.2025
Scherhant;1.370.000;Computer;26.07.2025
Reyna;520.000;Computer;26.07.2025
Jeong;1.790.000;Computer;26.07.2025
Sarco;160.000;Computer;26.07.2025
Ogbemudia;180.000;Computer;26.07.2025
Grahl;160.000;Computer;26.07.2025
Gnabry;6.400.000;Pascal;27.07.2025
Mæhle;2.640.000;Christoph;27.07.2025
Skov Olsen;2.730.000;Christoph;27.07.2025
Zesiger;2.080.000;Christoph;27.07.2025
Nsoki;980.000;Christoph;27.07.2025
B. Touré;2.230.000;Christoph;27.07.2025
Amiri;8.300.000;Christoph;27.07.2025
Gouweleeuw;3.500.000;Christoph;27.07.2025
Baldé;370.000;Computer;27.07.2025
Nusa;5.780.000;Computer;27.07.2025
João Palhinha;1.460.000;Computer;27.07.2025
Arthur;1.660.000;Computer;27.07.2025
Tillman;14.550.000;Computer;27.07.2025
Musiala;6.520.000;Computer;27.07.2025
Bos;390.000;Computer;27.07.2025
Kane;16.810.000;Computer;27.07.2025
Grifo;9.210.000;Computer;27.07.2025
Gulácsi;2.230.000;Alfons;27.07.2025
Kristensen;4.550.000;Alfons;27.07.2025
Ginter;3.730.000;Alfons;27.07.2025
Giannoulis;2.790.000;Alfons;27.07.2025
Akpoguma;1.450.000;Alfons;27.07.2025
Querfeld;2.770.000;Alfons;27.07.2025
Nordin;710.000;Alfons;27.07.2025
Banzuzi;3.140.000;Alfons;27.07.2025
Martel;2.890.000;Alfons;27.07.2025
Undav;8.410.000;Alfons;27.07.2025
Kabadayi;270.000;Alfons;27.07.2025
S. Banks;400.000;Alfons;27.07.2025
Al-Dakhil;680.000;Dominik;27.07.2025
Ogbus;190.000;Dominik;27.07.2025
Uzun;4.200.000;Dominik;27.07.2025
Sieb;880.000;Dominik;27.07.2025
Mets;310.000;Dominik;27.07.2025
Malatini;450.000;Dominik;27.07.2025
Kauã Santos;670.000;Dominik;27.07.2025
P. Aaronson;1.210.000;Dominik;27.07.2025
Chabot;3.320.000;Dominik;27.07.2025
Adli;2.610.000;Dominik;27.07.2025
Netz;710.000;Dominik;27.07.2025
Nebel;7.760.000;Dominik;27.07.2025
N. Schlotterbeck;3.280.000;Dominik;27.07.2025
Baumgartner;2.370.000;Dominik;27.07.2025
Ritzka;460.000;Dominik;27.07.2025
Hübers;2.180.000;Dominik;27.07.2025
Klostermann;2.300.000;Dominik;27.07.2025
Haberer;890.000;Dominik;27.07.2025
Groß;5.150.000;Dominik;27.07.2025
Neuer;2.620.000;Dominik;27.07.2025
M. Eggestein;3.880.000;Thomas;27.07.2025
Heuer Fernandes;2.030.000;Thomas;27.07.2025
Laimer;4.450.000;Thomas;27.07.2025
Davies;2.340.000;Thomas;27.07.2025
Diehl;690.000;Thomas;27.07.2025
Grimaldo;8.270.000;Thomas;27.07.2025
Borges Sanches;220.000;Thomas;27.07.2025
Glatzel;4.080.000;Thomas;27.07.2025
Burkardt;12.660.000;Thomas;27.07.2025
Agu;3.160.000;Thomas;27.07.2025
Mwene;1.970.000;Christoph;27.07.2025
Hansen-Aarøen;210.000;Computer;27.07.2025
Král;430.000;Computer;27.07.2025
Røssing-Lelesiit;310.000;Computer;27.07.2025
Bebou;990.000;Alfons;27.07.2025
Dinkçi;1.860.000;Alfons;27.07.2025
Tietz;3.570.000;Alfons;27.07.2025
J. Hofmann;2.440.000;Alfons;27.07.2025
Tauer;190.000;Alfons;27.07.2025
Süle;2.510.000;Alfons;27.07.2025
Wahl;2.500.000;Thomas;27.07.2025
Weiper;4.750.000;Thomas;27.07.2025
Čović;440.000;Thomas;27.07.2025
Treu;2.620.000;Thomas;27.07.2025
Meyer;250.000;Thomas;27.07.2025
Doan;9.000.000;Thomas;27.07.2025
Muheim;2.500.000;Nico;27.07.2025
Wahi;2.400.000;Nico;27.07.2025
Olise;16.310.000;Nico;27.07.2025
Hendriks;930.000;Nico;27.07.2025
Saliakas;2.920.000;Nico;27.07.2025
Pavlović;6.680.000;Nico;27.07.2025
Doekhi;2.410.000;Nico;27.07.2025
Schäfer;1.010.000;Nico;27.07.2025
Knauff;4.260.000;Nico;27.07.2025
Dorsch;1.510.000;Nico;27.07.2025
Zentner;3.500.000;Nico;27.07.2025
Hložek;4.720.000;Nico;27.07.2025
Höler;2.930.000;Nico;27.07.2025
Gregoritsch;1.670.000;Nico;27.07.2025
Hermann;160.000;Computer;27.07.2025
T. Philipp;170.000;Computer;27.07.2025
Amenda;370.000;Computer;27.07.2025
Bellingham;9.560.000;Computer;28.07.2025
Lemperle;2.060.000;Computer;28.07.2025
Kampl;1.390.000;Computer;28.07.2025
Dal;180.000;Computer;28.07.2025
Milošević;210.000;Computer;28.07.2025
Süle;2.510.000;Alfons;28.07.2025
Tauer;190.000;Alfons;28.07.2025
J. Hofmann;2.490.000;Alfons;28.07.2025
Tietz;3.590.000;Alfons;28.07.2025
Dinkçi;1.890.000;Alfons;28.07.2025
Kabadayi;260.000;Alfons;28.07.2025
Bebou;950.000;Alfons;28.07.2025
Diehl;670.000;Thomas;28.07.2025
Borges Sanches;230.000;Thomas;28.07.2025
Treu;2.630.000;Thomas;28.07.2025
Čović;440.000;Thomas;28.07.2025
Meyer;250.000;Thomas;28.07.2025
Wahl;2.330.000;Thomas;28.07.2025
Doan;9.010.000;Thomas;28.07.2025
Gnabry;6.370.000;Pascal;28.07.2025
Mæhle;2.590.000;Christoph;28.07.2025
Skov Olsen;2.820.000;Christoph;28.07.2025
Zesiger;2.030.000;Christoph;28.07.2025
Nsoki;1.080.000;Christoph;28.07.2025
B. Touré;2.240.000;Christoph;28.07.2025
Amiri;8.300.000;Christoph;28.07.2025
Gouweleeuw;3.640.000;Christoph;28.07.2025
Baldé;350.000;Computer;28.07.2025
Nusa;5.660.000;Computer;28.07.2025
João Palhinha;1.420.000;Computer;28.07.2025
Arthur;1.770.000;Computer;28.07.2025
Tillman;13.300.000;Computer;28.07.2025
Musiala;6.140.000;Computer;28.07.2025
Bos;390.000;Computer;28.07.2025
Kane;15.510.000;Computer;28.07.2025
Grifo;9.170.000;Computer;28.07.2025
Gulácsi;2.070.000;Alfons;28.07.2025
Kristensen;4.550.000;Alfons;28.07.2025
Ginter;3.780.000;Alfons;28.07.2025
Giannoulis;2.670.000;Alfons;28.07.2025
Akpoguma;1.640.000;Alfons;28.07.2025
Querfeld;2.590.000;Alfons;28.07.2025
Nordin;730.000;Alfons;28.07.2025
Banzuzi;3.100.000;Alfons;28.07.2025
Martel;2.940.000;Alfons;28.07.2025
Undav;8.540.000;Alfons;28.07.2025
S. Banks;410.000;Alfons;28.07.2025
Al-Dakhil;710.000;Dominik;28.07.2025
Ogbus;180.000;Dominik;28.07.2025
Uzun;4.200.000;Dominik;28.07.2025
Sieb;860.000;Dominik;28.07.2025
Mets;320.000;Dominik;28.07.2025
Malatini;440.000;Dominik;28.07.2025
Kauã Santos;650.000;Dominik;28.07.2025
P. Aaronson;1.140.000;Dominik;28.07.2025
Chabot;3.270.000;Dominik;28.07.2025
Adli;2.500.000;Dominik;28.07.2025
Netz;730.000;Dominik;28.07.2025
Nebel;7.660.000;Dominik;28.07.2025
N. Schlotterbeck;3.380.000;Dominik;28.07.2025
Baumgartner;2.450.000;Dominik;28.07.2025
Ritzka;490.000;Dominik;28.07.2025
Hübers;2.160.000;Dominik;28.07.2025
Klostermann;2.340.000;Dominik;28.07.2025
Haberer;930.000;Dominik;28.07.2025
Groß;5.110.000;Dominik;28.07.2025
Neuer;2.420.000;Dominik;28.07.2025
M. Eggestein;3.880.000;Thomas;28.07.2025
Heuer Fernandes;2.080.000;Thomas;28.07.2025
Laimer;4.500.000;Thomas;28.07.2025
Davies;2.360.000;Thomas;28.07.2025
Grimaldo;8.110.000;Thomas;28.07.2025
Glatzel;4.170.000;Thomas;28.07.2025
Burkardt;12.640.000;Thomas;28.07.2025
Agu;3.080.000;Thomas;28.07.2025
Mwene;2.090.000;Christoph;28.07.2025
Hansen-Aarøen;220.000;Computer;28.07.2025
;;;28.07.2025
;;;28.07.2025
Muheim;2.470.000;Nico;28.07.2025
Wahi;2.660.000;Nico;28.07.2025
Olise;16.360.000;Nico;28.07.2025
Hendriks;870.000;Nico;28.07.2025
Saliakas;2.800.000;Nico;28.07.2025
Pavlović;6.480.000;Nico;28.07.2025
Doekhi;2.440.000;Nico;28.07.2025
Schäfer;1.000.000;Nico;28.07.2025
Knauff;4.040.000;Nico;28.07.2025
Höler;2.930.000;Nico;28.07.2025
Dorsch;1.520.000;Nico;28.07.2025
Zentner;3.630.000;Nico;28.07.2025
Hložek;4.920.000;Nico;28.07.2025
Gregoritsch;1.760.000;Nico;28.07.2025
Král;410.000;Dominik;28.07.2025
Røssing-Lelesiit;310.000;Dominik;28.07.2025
T. Philipp;170.000;Alfons;28.07.2025
Kane;15.790.000;Thomas;29.07.2025
Arthur;1.750.000;Christoph;29.07.2025
Amoura;8.490.000;Computer;29.07.2025
Voll;170.000;Computer;29.07.2025
Henrichs;1.920.000;Computer;29.07.2025
Grimaldo;8.300.000;Thomas;29.07.2025
Davies;2.390.000;Thomas;29.07.2025
Glatzel;4.160.000;Thomas;29.07.2025
Laimer;4.520.000;Thomas;29.07.2025
Heuer Fernandes;1.970.000;Thomas;29.07.2025
M. Eggestein;4.000.000;Thomas;29.07.2025
Tauer;190.000;Alfons;29.07.2025
Røssing-Lelesiit;320.000;Dominik;29.07.2025
Ceesay;220.000;Dominik;29.07.2025
Al-Dakhil;720.000;Dominik;29.07.2025
Ogbus;180.000;Dominik;29.07.2025
Sieb;880.000;Dominik;29.07.2025
Mets;310.000;Dominik;29.07.2025
Malatini;450.000;Dominik;29.07.2025
Kauã Santos;620.000;Dominik;29.07.2025
P. Aaronson;1.090.000;Dominik;29.07.2025
Král;390.000;Dominik;29.07.2025
Chabot;3.370.000;Dominik;29.07.2025
Adli;2.550.000;Dominik;29.07.2025
Netz;740.000;Dominik;29.07.2025
N. Schlotterbeck;3.400.000;Dominik;29.07.2025
Ritzka;480.000;Dominik;29.07.2025
Hübers;2.230.000;Dominik;29.07.2025
Haberer;930.000;Dominik;29.07.2025
Groß;5.490.000;Dominik;29.07.2025
Neuer;2.440.000;Dominik;29.07.2025
Gnabry;6.380.000;Pascal;29.07.2025
S. Banks;410.000;Alfons;29.07.2025
Undav;8.610.000;Alfons;29.07.2025
Martel;2.950.000;Alfons;29.07.2025
Banzuzi;3.220.000;Alfons;29.07.2025
Nordin;760.000;Alfons;29.07.2025
Querfeld;2.660.000;Alfons;29.07.2025
Akpoguma;1.550.000;Alfons;29.07.2025
Giannoulis;2.720.000;Alfons;29.07.2025
Ginter;3.920.000;Alfons;29.07.2025
Kristensen;4.730.000;Alfons;29.07.2025
Gulácsi;2.000.000;Alfons;29.07.2025
Mwene;2.140.000;Christoph;29.07.2025
T. Philipp;160.000;Alfons;29.07.2025
Muheim;2.510.000;Nico;29.07.2025
Wahi;2.660.000;Nico;29.07.2025
Olise;15.940.000;Nico;29.07.2025
Hendriks;830.000;Nico;29.07.2025
Saliakas;2.890.000;Nico;29.07.2025
Pavlović;6.550.000;Nico;29.07.2025
Doekhi;2.670.000;Nico;29.07.2025
Schäfer;1.000.000;Nico;29.07.2025
Knauff;3.790.000;Nico;29.07.2025
Höler;3.080.000;Nico;29.07.2025
Dorsch;1.660.000;Nico;29.07.2025
Zentner;3.590.000;Nico;29.07.2025
Hložek;5.040.000;Nico;29.07.2025
Gregoritsch;1.760.000;Nico;29.07.2025
Bellingham;9.650.000;Computer;29.07.2025
Lemperle;2.160.000;Computer;29.07.2025
Kampl;1.310.000;Computer;29.07.2025
Dal;180.000;Computer;29.07.2025
Milošević;230.000;Computer;29.07.2025
Süle;2.490.000;Alfons;29.07.2025
J. Hofmann;2.560.000;Alfons;29.07.2025
Tietz;3.630.000;Alfons;29.07.2025
Dinkçi;1.960.000;Alfons;29.07.2025
Kabadayi;260.000;Alfons;29.07.2025
Bebou;910.000;Alfons;29.07.2025
Diehl;640.000;Thomas;29.07.2025
Borges Sanches;230.000;Thomas;29.07.2025
Treu;2.670.000;Thomas;29.07.2025
Čović;480.000;Thomas;29.07.2025
Meyer;250.000;Thomas;29.07.2025
Wahl;2.380.000;Thomas;29.07.2025
Doan;9.000.000;Thomas;29.07.2025
Mæhle;2.660.000;Christoph;29.07.2025
Skov Olsen;2.820.000;Christoph;29.07.2025
Zesiger;1.930.000;Christoph;29.07.2025
Nsoki;1.120.000;Christoph;29.07.2025
B. Touré;2.430.000;Christoph;29.07.2025
Amiri;8.410.000;Christoph;29.07.2025
Gouweleeuw;3.690.000;Christoph;29.07.2025
Baldé;370.000;Computer;29.07.2025
Nusa;5.830.000;Computer;29.07.2025
João Palhinha;1.420.000;Computer;29.07.2025
Tillman;12.320.000;Computer;29.07.2025
