SPIELER;POSITION;TEAM;PUNKTE;MARKTWERT;ZIELWERT;PUNKTE / SPIEL;KAUFEMPFEHLUNG;PREIS-LEISSTUNG;GEBOTSVORHERSAGE;BESITZER;Datum
Götze;Mittelfeld;Eintracht Frankfurt;1;2.470.000;2.460.000;1,0;Halten;Schlecht;0;Computer;29.08.2025
Bensebaini;Abwehr;Borussia Dortmund;3;4.020.000;4.030.000;3,0;Halten;Schlecht;0;Computer;29.08.2025
Tauer;Abwehr;1. FSV Mainz 05;0;230.000;230.000;0,7;Halten;Schlecht;0;Computer;29.08.2025
Asllani;Stürmer;TSG Hoffenheim;11;8.580.000;8.570.000;11,0;Halten;Gut;1;Computer;29.08.2025
Weiper;Stürmer;1. FSV Mainz 05;3;5.820.000;5.800.000;3,0;Halten;Schlecht;0;Computer;29.08.2025
Arthur;Abwehr;Bayer 04 Leverkusen;3;2.770.000;2.790.000;3,0;Halten;Durchschnittlich;0;Computer;29.08.2025
Puerta;Mittelfeld;Bayer 04 Leverkusen;0;340.000;340.000;2,3;;Gut;0;Computer;29.08.2025
Janeš;Mittelfeld;1.FC Heidenheim;0;190.000;190.000;0,0;Halten;Schlecht;0;Computer;29.08.2025
Belocian;Abwehr;Bayer 04 Leverkusen;0;440.000;440.000;0,7;Kaufen;Schlecht;0;Computer;29.08.2025
Vermeeren;Mittelfeld;RB Leipzig;0;1.170.000;1.160.000;2,0;Halten;Durchschnittlich;0;Computer;29.08.2025
Kusi-Asare;Stürmer;FC Bayern München;0;1.690.000;1.750.000;0,0;Halten;Schlecht;0;Computer;29.08.2025
Poller;Mittelfeld;TSG Hoffenheim;0;180.000;180.000;0,0;Halten;Schlecht;0;Computer;29.08.2025
Suzuki;Mittelfeld;Sport-Club Freiburg;1;3.480.000;3.460.000;1,0;Halten;Schlecht;0;Computer;29.08.2025
van den Berg;Abwehr;1. FC Köln;0;2.670.000;2.750.000;0,0;Halten;Schlecht;0;Computer;29.08.2025
Hajdari;Abwehr;TSG Hoffenheim;0;4.240.000;4.670.000;0,0;;Schlecht;0;Computer;29.08.2025
Götze;Mittelfeld;Eintracht Frankfurt;1;2.540.000;2.530.000;1,0;Halten;Schlecht;0;Computer;30.08.2025
Prömel;Mittelfeld;TSG Hoffenheim;0;1.490.000;1.510.000;1,5;Halten;Schlecht;0;Computer;30.08.2025
Bensebaini;Abwehr;Borussia Dortmund;3;4.030.000;4.030.000;3,0;Halten;Schlecht;0;Computer;30.08.2025
Drljača;Torhüter;VfB Stuttgart;0;160.000;160.000;0,0;Halten;Gut;0;Computer;30.08.2025
Wimmer;Stürmer;VfL Wolfsburg;3;5.160.000;5.070.000;3,0;Halten;Schlecht;0;Computer;30.08.2025
Asllani;Stürmer;TSG Hoffenheim;11;8.560.000;8.610.000;11,0;Halten;Gut;5;Computer;30.08.2025
Puerta;Mittelfeld;Bayer 04 Leverkusen;0;320.000;320.000;2,3;Halten;Gut;5;Computer;30.08.2025
Janeš;Mittelfeld;1.FC Heidenheim;0;190.000;190.000;0,0;Halten;Schlecht;0;Computer;30.08.2025
Boniface;Stürmer;Bayer 04 Leverkusen;0;4.710.000;4.650.000;4,9;Halten;Gut;5;Computer;30.08.2025
Belocian;Abwehr;Bayer 04 Leverkusen;0;450.000;450.000;0,7;Kaufen;Schlecht;0;Computer;30.08.2025
Poller;Mittelfeld;TSG Hoffenheim;0;180.000;180.000;0,0;Halten;Schlecht;0;Computer;30.08.2025
Hermann;Torhüter;Hamburger SV;0;160.000;160.000;0,0;Halten;Gut;0;Computer;30.08.2025
Suzuki;Mittelfeld;Sport-Club Freiburg;1;3.670.000;3.650.000;1,0;Halten;Schlecht;0;Computer;30.08.2025
Kofane;Stürmer;Bayer 04 Leverkusen;1;3.020.000;3.030.000;1,0;Halten;Schlecht;0;Computer;30.08.2025
van den Berg;Abwehr;1. FC Köln;0;2.810.000;2.860.000;0,0;Halten;Schlecht;0;Computer;30.08.2025
Prömel;Mittelfeld;TSG Hoffenheim;0;1.740.000;2.330.000;0,0;Kaufen;Schlecht;2;Computer;31.08.2025
Baku;Abwehr;RB Leipzig;1;4.260.000;4.820.000;0,5;Kaufen;Schlecht;2;Computer;31.08.2025
Drljača;Torhüter;VfB Stuttgart;0;160.000;160.000;0,0;Halten;Gut;0;Computer;31.08.2025
Stanišić;Abwehr;FC Bayern München;5;6.720.000;6.400.000;2,5;Halten;Schlecht;1;Computer;31.08.2025
Wimmer;Stürmer;VfL Wolfsburg;3;5.130.000;5.120.000;3,0;Halten;Gut;5;Computer;31.08.2025
Stage;Mittelfeld;SV Werder Bremen;0;3.820.000;3.490.000;6,0;Halten;Gut;4;Computer;31.08.2025
Puerta;Mittelfeld;Bayer 04 Leverkusen;0;300.000;300.000;2,3;Halten;Gut;2;Computer;31.08.2025
Janeš;Mittelfeld;1.FC Heidenheim;0;190.000;190.000;0,0;Halten;Schlecht;0;Computer;31.08.2025
Boniface;Stürmer;Bayer 04 Leverkusen;0;4.460.000;4.180.000;4,9;Halten;Gut;5;Computer;31.08.2025
Belocian;Abwehr;Bayer 04 Leverkusen;0;430.000;430.000;0,7;Kaufen;Schlecht;0;Computer;31.08.2025
Poller;Mittelfeld;TSG Hoffenheim;0;170.000;170.000;0,0;Halten;Schlecht;0;Computer;31.08.2025
Hermann;Torhüter;Hamburger SV;0;160.000;160.000;0,0;Halten;Gut;0;Computer;31.08.2025
Fellhauer;Mittelfeld;FC Augsburg;0;2.160.000;2.410.000;0,0;Kaufen;Schlecht;2;Computer;31.08.2025
Spari;Torhüter;FC St. Pauli;0;160.000;160.000;0,0;Halten;Gut;0;Computer;31.08.2025
Kofane;Stürmer;Bayer 04 Leverkusen;1;3.440.000;3.590.000;0,5;Halten;Schlecht;0;Computer;31.08.2025
Gerhardt;Mittelfeld;VfL Wolfsburg;0;630.000;590.000;1,9;Halten;Durchschnittlich;0;Computer;01.09.2025
Baku;Abwehr;RB Leipzig;11;4.580.000;4.910.000;5,5;Kaufen;Gut;3;Computer;01.09.2025
Krauß;Mittelfeld;1. FC Köln;7;2.950.000;3.010.000;3,5;Halten;Gut;2;Computer;01.09.2025
Pieper;Abwehr;SV Werder Bremen;0;920.000;870.000;3,4;Halten;Gut;1;Computer;01.09.2025
Drljača;Torhüter;VfB Stuttgart;0;160.000;160.000;0,0;Halten;Gut;0;Computer;01.09.2025
Stanišić;Abwehr;FC Bayern München;7;6.620.000;6.270.000;3,5;Halten;Schlecht;1;Computer;01.09.2025
Wimmer;Stürmer;VfL Wolfsburg;4;5.010.000;4.830.000;2,0;Halten;Schlecht;0;Computer;01.09.2025
Stage;Mittelfeld;SV Werder Bremen;0;4.150.000;4.210.000;6,0;Kaufen;Gut;4;Computer;01.09.2025
Boey;Abwehr;FC Bayern München;-2;2.150.000;1.910.000;-1,0;Verkaufen;Schlecht;0;Computer;01.09.2025
Fenyő;Mittelfeld;Eintracht Frankfurt;0;190.000;210.000;0,0;Halten;Schlecht;0;Computer;01.09.2025
S. El Mala;Stürmer;1. FC Köln;8;4.260.000;4.630.000;4,0;Kaufen;Gut;5;Computer;01.09.2025
Hermann;Torhüter;Hamburger SV;0;160.000;160.000;0,0;Halten;Gut;0;Computer;01.09.2025
Fellhauer;Mittelfeld;FC Augsburg;5;2.170.000;2.420.000;2,5;Kaufen;Durchschnittlich;3;Computer;01.09.2025
Spari;Torhüter;FC St. Pauli;0;160.000;160.000;0,0;Halten;Gut;0;Computer;01.09.2025
I. Schmidt;Abwehr;SV Werder Bremen;12;2.880.000;3.110.000;12,0;;Gut;2;Computer;01.09.2025
Brandt;Mittelfeld;Borussia Dortmund;15;9.910.000;10.010.000;7,5;Halten;Gut;5;Computer;02.09.2025
Gerhardt;Mittelfeld;VfL Wolfsburg;0;600.000;620.000;1,9;Halten;Durchschnittlich;1;Computer;02.09.2025
Karazor;Mittelfeld;VfB Stuttgart;7;6.330.000;6.270.000;3,5;Halten;Schlecht;1;Computer;02.09.2025
Krauß;Mittelfeld;1. FC Köln;7;3.020.000;3.190.000;3,5;Halten;Gut;4;Computer;02.09.2025
Pieper;Abwehr;SV Werder Bremen;0;920.000;880.000;3,4;Halten;Gut;1;Computer;02.09.2025
Stanišić;Abwehr;FC Bayern München;7;6.490.000;6.320.000;3,5;Halten;Schlecht;1;Computer;02.09.2025
Kim;Abwehr;FC Bayern München;4;3.660.000;3.530.000;4,0;Halten;Gut;2;Computer;02.09.2025
Boey;Abwehr;FC Bayern München;-2;2.100.000;1.860.000;-1,0;Verkaufen;Schlecht;0;Computer;02.09.2025
Saad;Stürmer;FC Augsburg;5;2.860.000;2.970.000;2,5;Halten;Durchschnittlich;4;Computer;02.09.2025
Fenyő;Mittelfeld;Eintracht Frankfurt;0;180.000;180.000;0,0;Halten;Schlecht;0;Computer;02.09.2025
Klanac;Torhüter;FC Bayern München;0;160.000;170.000;0,0;Halten;Gut;0;Computer;02.09.2025
S. El Mala;Stürmer;1. FC Köln;8;4.300.000;4.600.000;4,0;Kaufen;Gut;5;Computer;02.09.2025
Spari;Torhüter;FC St. Pauli;0;160.000;160.000;0,0;Halten;Gut;0;Computer;02.09.2025
Anselmino;Abwehr;Borussia Dortmund;3;3.680.000;3.630.000;3,0;;Durchschnittlich;1;Computer;02.09.2025
I. Schmidt;Abwehr;SV Werder Bremen;12;3.240.000;3.360.000;12,0;;Gut;2;Computer;02.09.2025
Goretzka;Mittelfeld;FC Bayern München;9;8.770.000;8.720.000;4,5;Halten;Schlecht;2;Computer;03.09.2025
Brandt;Mittelfeld;Borussia Dortmund;15;10.000.000;10.000.000;7,5;Halten;Gut;3;Computer;03.09.2025
Gerhardt;Mittelfeld;VfL Wolfsburg;0;590.000;580.000;1,9;Halten;Durchschnittlich;1;Computer;03.09.2025
Karazor;Mittelfeld;VfB Stuttgart;7;5.640.000;5.660.000;3,5;Halten;Schlecht;1;Computer;03.09.2025
Pherai;Mittelfeld;Hamburger SV;0;390.000;390.000;0,0;Halten;Schlecht;0;Computer;03.09.2025
Huseinbašić;Mittelfeld;1. FC Köln;3;780.000;910.000;3,0;Halten;Gut;2;Computer;03.09.2025
Kim;Abwehr;FC Bayern München;4;3.420.000;3.380.000;4,0;Halten;Gut;2;Computer;03.09.2025
Boey;Abwehr;FC Bayern München;-2;2.150.000;2.020.000;-1,0;Halten;Schlecht;0;Computer;03.09.2025
Machino;Stürmer;Borussia Mönchengladbach;4;6.300.000;6.370.000;2,0;Halten;Schlecht;0;Computer;03.09.2025
Saad;Stürmer;FC Augsburg;5;2.910.000;2.950.000;2,5;Halten;Durchschnittlich;3;Computer;03.09.2025
Fenyő;Mittelfeld;Eintracht Frankfurt;0;170.000;160.000;0,0;Halten;Schlecht;0;Computer;03.09.2025
Klanac;Torhüter;FC Bayern München;0;160.000;160.000;0,0;Halten;Gut;0;Computer;03.09.2025
Gui Ramos;Abwehr;Hamburger SV;0;320.000;330.000;0,0;Halten;Schlecht;0;Computer;03.09.2025
Anselmino;Abwehr;Borussia Dortmund;3;4.120.000;4.160.000;3,0;;Schlecht;0;Computer;03.09.2025
Seelt;Abwehr;VfL Wolfsburg;0;1.250.000;1.600.000;0,0;;Schlecht;0;Computer;03.09.2025
Zieler;Torhüter;1. FC Köln;0;490.000;470.000;2,0;Halten;Gut;2;Computer;04.09.2025
Goretzka;Mittelfeld;FC Bayern München;9;8.700.000;8.840.000;4,5;Halten;Schlecht;2;Computer;04.09.2025
Beier;Stürmer;Borussia Dortmund;6;6.000.000;6.110.000;6,0;Halten;Gut;4;Computer;04.09.2025
Pherai;Mittelfeld;Hamburger SV;0;380.000;380.000;0,0;Halten;Schlecht;0;Computer;04.09.2025
Itō;Abwehr;FC Bayern München;0;1.370.000;1.360.000;4,8;Kaufen;Gut;2;Computer;04.09.2025
Huseinbašić;Mittelfeld;1. FC Köln;3;900.000;1.000.000;3,0;Halten;Gut;3;Computer;04.09.2025
Ibrahimović;Mittelfeld;1.FC Heidenheim;2;2.040.000;2.070.000;1,0;Halten;Schlecht;0;Computer;04.09.2025
Kim;Abwehr;FC Bayern München;4;3.250.000;3.130.000;4,0;Halten;Gut;2;Computer;04.09.2025
Machino;Stürmer;Borussia Mönchengladbach;4;6.240.000;6.200.000;2,0;Halten;Schlecht;0;Computer;04.09.2025
Čović;Mittelfeld;SV Werder Bremen;2;1.420.000;1.400.000;1,0;Halten;Schlecht;0;Computer;04.09.2025
Klanac;Torhüter;FC Bayern München;0;160.000;160.000;0,0;Halten;Gut;0;Computer;04.09.2025
Obert;Torhüter;Eintracht Frankfurt;0;160.000;160.000;0,0;Halten;Gut;0;Computer;04.09.2025
Gui Ramos;Abwehr;Hamburger SV;0;300.000;300.000;0,0;Halten;Schlecht;0;Computer;04.09.2025
Maksimović;Mittelfeld;RB Leipzig;0;2.210.000;2.170.000;0,0;Halten;Schlecht;0;Computer;04.09.2025
Seelt;Abwehr;VfL Wolfsburg;0;1.340.000;1.550.000;0,0;;Schlecht;0;Computer;04.09.2025
Zieler;Torhüter;1. FC Köln;0;460.000;440.000;2,0;Halten;Gut;0;Computer;05.09.2025
Geiger;Mittelfeld;TSG Hoffenheim;0;270.000;270.000;1,8;Halten;Gut;0;Computer;05.09.2025
Beier;Stürmer;Borussia Dortmund;6;6.370.000;6.260.000;6,0;Halten;Gut;0;Computer;05.09.2025
Azhil;Mittelfeld;Borussia Dortmund;0;170.000;170.000;0,0;Halten;Schlecht;0;Computer;05.09.2025
Rieß;Torhüter;1. FSV Mainz 05;0;160.000;160.000;3,0;Halten;Gut;0;Computer;05.09.2025
Itō;Abwehr;FC Bayern München;0;1.420.000;1.390.000;4,8;Kaufen;Gut;1;Computer;05.09.2025
Ibrahimović;Mittelfeld;1.FC Heidenheim;2;2.000.000;1.980.000;1,0;Halten;Schlecht;0;Computer;05.09.2025
Machino;Stürmer;Borussia Mönchengladbach;4;6.430.000;6.350.000;2,0;Halten;Schlecht;0;Computer;05.09.2025
Köhn;Abwehr;1.FC Union Berlin;0;1.880.000;1.850.000;0,0;Halten;Schlecht;0;Computer;05.09.2025
Čović;Mittelfeld;SV Werder Bremen;2;1.460.000;1.470.000;1,0;Halten;Schlecht;0;Computer;05.09.2025
Obert;Torhüter;Eintracht Frankfurt;0;160.000;160.000;0,0;Halten;Gut;0;Computer;05.09.2025
Gui Ramos;Abwehr;Hamburger SV;0;310.000;310.000;0,0;Halten;Schlecht;0;Computer;05.09.2025
Banzuzi;Mittelfeld;RB Leipzig;4;2.670.000;2.650.000;2,0;Halten;Schlecht;0;Computer;05.09.2025
Maksimović;Mittelfeld;RB Leipzig;0;2.100.000;2.030.000;0,0;Halten;Schlecht;0;Computer;05.09.2025
Daghim;Stürmer;VfL Wolfsburg;0;2.860.000;3.140.000;0,0;;Schlecht;0;Computer;05.09.2025
Zieler;Torhüter;1. FC Köln;0;450.000;450.000;2,0;Halten;Gut;2;Computer;06.09.2025
Geiger;Mittelfeld;TSG Hoffenheim;0;260.000;260.000;1,8;Halten;Gut;1;Computer;06.09.2025
Rexhbeçaj;Mittelfeld;FC Augsburg;5;1.920.000;1.900.000;2,5;Halten;Durchschnittlich;0;Computer;06.09.2025
Azhil;Mittelfeld;Borussia Dortmund;0;170.000;170.000;0,0;Halten;Schlecht;0;Computer;06.09.2025
Rieß;Torhüter;1. FSV Mainz 05;0;160.000;160.000;3,0;Halten;Gut;1;Computer;06.09.2025
Itō;Abwehr;FC Bayern München;0;1.420.000;1.400.000;4,8;Kaufen;Gut;2;Computer;06.09.2025
Bischof;Mittelfeld;FC Bayern München;0;3.980.000;4.010.000;5,8;Halten;Gut;0;Computer;06.09.2025
Ibrahimović;Mittelfeld;1.FC Heidenheim;2;1.900.000;1.870.000;1,0;Halten;Schlecht;0;Computer;06.09.2025
Köhn;Abwehr;1.FC Union Berlin;0;1.760.000;1.770.000;0,0;Halten;Schlecht;0;Computer;06.09.2025
Čović;Mittelfeld;SV Werder Bremen;2;1.370.000;1.390.000;1,0;Halten;Schlecht;0;Computer;06.09.2025
Obert;Torhüter;Eintracht Frankfurt;0;160.000;160.000;0,0;Halten;Gut;1;Computer;06.09.2025
Banzuzi;Mittelfeld;RB Leipzig;4;2.450.000;2.420.000;2,0;Halten;Schlecht;0;Computer;06.09.2025
Maksimović;Mittelfeld;RB Leipzig;0;2.040.000;1.970.000;0,0;Halten;Schlecht;0;Computer;06.09.2025
Luis Díaz;Stürmer;FC Bayern München;25;23.120.000;23.280.000;12,5;Halten;Schlecht;2;Computer;06.09.2025
Daghim;Stürmer;VfL Wolfsburg;0;3.050.000;3.160.000;0,0;;Schlecht;0;Computer;06.09.2025
Öztunali;Mittelfeld;Hamburger SV;0;180.000;180.000;5,0;Halten;Gut;1;Computer;07.09.2025
Geiger;Mittelfeld;TSG Hoffenheim;0;250.000;250.000;1,8;Halten;Gut;1;Computer;07.09.2025
Rexhbeçaj;Mittelfeld;FC Augsburg;5;1.870.000;1.870.000;2,5;Halten;Gut;2;Computer;07.09.2025
Pervan;Torhüter;VfL Wolfsburg;0;160.000;160.000;1,6;Halten;Gut;0;Computer;07.09.2025
Azhil;Mittelfeld;Borussia Dortmund;0;180.000;180.000;0,0;Halten;Schlecht;0;Computer;07.09.2025
Rieß;Torhüter;1. FSV Mainz 05;0;160.000;160.000;3,0;Halten;Gut;0;Computer;07.09.2025
Bischof;Mittelfeld;FC Bayern München;0;3.950.000;3.930.000;5,8;Kaufen;Gut;2;Computer;07.09.2025
Pieringer;Stürmer;1.FC Heidenheim;0;2.610.000;2.750.000;4,5;Kaufen;Gut;5;Computer;07.09.2025
Bitshiabu;Abwehr;RB Leipzig;0;1.410.000;1.380.000;3,2;Halten;Gut;1;Computer;07.09.2025
Kücüksahin;Mittelfeld;FC Augsburg;0;170.000;170.000;0,0;Halten;Schlecht;0;Computer;07.09.2025
Kabar;Abwehr;Borussia Dortmund;0;450.000;450.000;1,4;Halten;Durchschnittlich;0;Computer;07.09.2025
Banzuzi;Mittelfeld;RB Leipzig;4;2.300.000;2.280.000;2,0;Halten;Schlecht;0;Computer;07.09.2025
Tape;Abwehr;Bayer 04 Leverkusen;1;2.110.000;2.090.000;1,0;Halten;Schlecht;0;Computer;07.09.2025
Bakayoko;Stürmer;RB Leipzig;4;9.190.000;9.140.000;2,0;Halten;Schlecht;1;Computer;07.09.2025
Luis Díaz;Stürmer;FC Bayern München;25;26.290.000;25.900.000;12,5;Halten;Schlecht;2;Computer;07.09.2025
Sippel;Torhüter;Borussia Mönchengladbach;0;160.000;160.000;-2,0;Halten;Gut;0;Computer;08.09.2025
Öztunali;Mittelfeld;Hamburger SV;0;190.000;190.000;5,0;Halten;Gut;0;Computer;08.09.2025
Pervan;Torhüter;VfL Wolfsburg;0;160.000;160.000;1,6;Halten;Gut;0;Computer;08.09.2025
Drljača;Torhüter;VfB Stuttgart;0;160.000;160.000;0,0;Halten;Gut;0;Computer;08.09.2025
Bischof;Mittelfeld;FC Bayern München;0;3.830.000;3.810.000;5,8;Kaufen;Gut;2;Computer;08.09.2025
Pieringer;Stürmer;1.FC Heidenheim;0;2.670.000;2.790.000;4,5;Kaufen;Gut;2;Computer;08.09.2025
Omlin;Torhüter;Borussia Mönchengladbach;0;440.000;440.000;2,1;Halten;Gut;0;Computer;08.09.2025
Bitshiabu;Abwehr;RB Leipzig;0;1.340.000;1.330.000;3,2;Halten;Gut;0;Computer;08.09.2025
Kücüksahin;Mittelfeld;FC Augsburg;0;180.000;180.000;0,0;Halten;Schlecht;0;Computer;08.09.2025
Tabaković;Stürmer;Borussia Mönchengladbach;2;3.330.000;3.320.000;2,0;Halten;Schlecht;0;Computer;08.09.2025
Kabar;Abwehr;Borussia Dortmund;0;430.000;430.000;1,4;Halten;Durchschnittlich;0;Computer;08.09.2025
Rapsch;Torhüter;Bayer 04 Leverkusen;0;160.000;160.000;0,0;Halten;Gut;0;Computer;08.09.2025
Tape;Abwehr;Bayer 04 Leverkusen;1;2.060.000;2.060.000;1,0;Halten;Schlecht;0;Computer;08.09.2025
Bakayoko;Stürmer;RB Leipzig;4;9.970.000;9.880.000;2,0;Halten;Schlecht;1;Computer;08.09.2025
Sugawara;Abwehr;SV Werder Bremen;2;3.020.000;3.060.000;2,0;Halten;Schlecht;0;Computer;08.09.2025
Sippel;Torhüter;Borussia Mönchengladbach;0;160.000;160.000;-2,0;Halten;Gut;0;Computer;09.09.2025
Öztunali;Mittelfeld;Hamburger SV;0;190.000;190.000;5,0;Halten;Gut;2;Computer;09.09.2025
Stenzel;Abwehr;VfB Stuttgart;0;250.000;250.000;2,8;Halten;Gut;0;Computer;09.09.2025
Pervan;Torhüter;VfL Wolfsburg;0;160.000;160.000;1,6;Halten;Gut;0;Computer;09.09.2025
Drljača;Torhüter;VfB Stuttgart;0;160.000;160.000;0,0;Halten;Gut;0;Computer;09.09.2025
Omlin;Torhüter;Borussia Mönchengladbach;0;480.000;480.000;2,1;Halten;Gut;2;Computer;09.09.2025
Bitshiabu;Abwehr;RB Leipzig;0;1.400.000;1.370.000;3,2;Halten;Gut;1;Computer;09.09.2025
Kücüksahin;Mittelfeld;FC Augsburg;0;180.000;180.000;0,0;Halten;Schlecht;0;Computer;09.09.2025
Sano;Mittelfeld;1. FSV Mainz 05;8;5.070.000;5.060.000;4,0;Halten;Durchschnittlich;4;Computer;09.09.2025
Tabaković;Stürmer;Borussia Mönchengladbach;2;3.140.000;3.110.000;2,0;Halten;Schlecht;0;Computer;09.09.2025
Kabar;Abwehr;Borussia Dortmund;0;410.000;410.000;1,4;Halten;Durchschnittlich;0;Computer;09.09.2025
Ljubičić;Stürmer;1.FC Union Berlin;0;340.000;340.000;1,9;Halten;Gut;2;Computer;09.09.2025
Rapsch;Torhüter;Bayer 04 Leverkusen;0;160.000;160.000;0,0;Halten;Gut;0;Computer;09.09.2025
Tape;Abwehr;Bayer 04 Leverkusen;1;2.020.000;2.020.000;1,0;Halten;Schlecht;0;Computer;09.09.2025
Sugawara;Abwehr;SV Werder Bremen;2;2.980.000;2.950.000;2,0;Halten;Schlecht;0;Computer;09.09.2025
Sippel;Torhüter;Borussia Mönchengladbach;0;160.000;160.000;-2,0;Halten;Gut;0;Computer;10.09.2025
Friedrich;Abwehr;Borussia Mönchengladbach;0;340.000;340.000;2,9;Halten;Gut;0;Computer;10.09.2025
Stenzel;Abwehr;VfB Stuttgart;0;250.000;250.000;2,8;Halten;Gut;0;Computer;10.09.2025
Silas;Mittelfeld;VfB Stuttgart;0;400.000;400.000;3,2;Halten;Gut;2;Computer;10.09.2025
Drljača;Torhüter;VfB Stuttgart;0;160.000;160.000;0,0;Halten;Gut;0;Computer;10.09.2025
Omlin;Torhüter;Borussia Mönchengladbach;0;470.000;470.000;2,1;Halten;Gut;2;Computer;10.09.2025
Paçarada;Abwehr;1.FC Heidenheim;0;1.890.000;1.880.000;1,6;Halten;Schlecht;0;Computer;10.09.2025
Sano;Mittelfeld;1. FSV Mainz 05;8;4.960.000;4.950.000;4,0;Halten;Durchschnittlich;3;Computer;10.09.2025
Højlund;Mittelfeld;Eintracht Frankfurt;2;1.090.000;1.090.000;1,0;Halten;Schlecht;0;Computer;10.09.2025
Tabaković;Stürmer;Borussia Mönchengladbach;2;2.910.000;2.840.000;2,0;Halten;Schlecht;0;Computer;10.09.2025
Ljubičić;Stürmer;1.FC Union Berlin;0;350.000;350.000;1,9;Halten;Gut;2;Computer;10.09.2025
Rapsch;Torhüter;Bayer 04 Leverkusen;0;160.000;160.000;0,0;Halten;Gut;0;Computer;10.09.2025
Banzuzi;Mittelfeld;RB Leipzig;4;2.300.000;2.290.000;2,0;Halten;Schlecht;0;Computer;10.09.2025
Chema Andrés;Mittelfeld;VfB Stuttgart;10;5.420.000;5.410.000;10,0;Halten;Gut;5;Computer;10.09.2025
Sugawara;Abwehr;SV Werder Bremen;2;3.070.000;3.060.000;2,0;Halten;Schlecht;0;Computer;10.09.2025
Süle;Abwehr;Borussia Dortmund;0;1.130.000;1.120.000;2,9;Halten;Gut;1;Computer;11.09.2025
Friedrich;Abwehr;Borussia Mönchengladbach;0;340.000;340.000;2,9;Halten;Gut;0;Computer;11.09.2025
Stenzel;Abwehr;VfB Stuttgart;0;250.000;250.000;2,8;Halten;Gut;0;Computer;11.09.2025
Silas;Mittelfeld;VfB Stuttgart;0;430.000;430.000;3,2;Halten;Gut;2;Computer;11.09.2025
Tillman;Mittelfeld;Bayer 04 Leverkusen;11;14.670.000;14.630.000;11,0;Halten;Gut;3;Computer;11.09.2025
Rothe;Abwehr;1.FC Union Berlin;3;2.190.000;2.190.000;1,5;Halten;Schlecht;0;Computer;11.09.2025
Paçarada;Abwehr;1.FC Heidenheim;0;1.950.000;1.930.000;1,6;Halten;Schlecht;0;Computer;11.09.2025
Fenyő;Mittelfeld;Eintracht Frankfurt;0;190.000;190.000;0,0;Halten;Schlecht;0;Computer;11.09.2025
Sano;Mittelfeld;1. FSV Mainz 05;8;5.040.000;5.030.000;4,0;Halten;Durchschnittlich;3;Computer;11.09.2025
Højlund;Mittelfeld;Eintracht Frankfurt;2;1.090.000;1.090.000;1,0;Halten;Schlecht;0;Computer;11.09.2025
Ljubičić;Stürmer;1.FC Union Berlin;0;370.000;370.000;1,9;Halten;Gut;2;Computer;11.09.2025
Irié;Stürmer;Sport-Club Freiburg;2;1.280.000;1.240.000;2,0;Halten;Durchschnittlich;1;Computer;11.09.2025
Banzuzi;Mittelfeld;RB Leipzig;4;2.300.000;2.300.000;2,0;Halten;Schlecht;0;Computer;11.09.2025
Chema Andrés;Mittelfeld;VfB Stuttgart;10;5.420.000;5.440.000;10,0;Halten;Gut;5;Computer;11.09.2025
Hellstern;Torhüter;VfB Stuttgart;0;160.000;160.000;0,0;Halten;Gut;0;Computer;11.09.2025
Süle;Abwehr;Borussia Dortmund;0;1.110.000;1.110.000;2,9;Halten;Gut;0;Computer;12.09.2025
Friedrich;Abwehr;Borussia Mönchengladbach;0;330.000;330.000;2,9;Halten;Gut;0;Computer;12.09.2025
Zagadou;Abwehr;VfB Stuttgart;0;1.730.000;1.700.000;1,0;Halten;Schlecht;0;Computer;12.09.2025
Lee;Mittelfeld;1. FSV Mainz 05;7;5.940.000;5.940.000;3,5;Halten;Schlecht;1;Computer;12.09.2025
Tillman;Mittelfeld;Bayer 04 Leverkusen;11;13.830.000;13.960.000;11,0;Halten;Gut;2;Computer;12.09.2025
Wind;Stürmer;VfL Wolfsburg;0;3.100.000;3.110.000;5,1;Halten;Gut;0;Computer;12.09.2025
Rothe;Abwehr;1.FC Union Berlin;3;2.260.000;2.220.000;1,5;Halten;Schlecht;0;Computer;12.09.2025
Arthur;Abwehr;Bayer 04 Leverkusen;3;1.590.000;1.580.000;3,0;Halten;Gut;0;Computer;12.09.2025
Fenyő;Mittelfeld;Eintracht Frankfurt;0;200.000;200.000;0,0;Halten;Schlecht;0;Computer;12.09.2025
Siljević;Torhüter;Eintracht Frankfurt;0;160.000;160.000;0,0;Halten;Gut;0;Computer;12.09.2025
Irié;Stürmer;Sport-Club Freiburg;2;1.320.000;1.300.000;2,0;Halten;Durchschnittlich;0;Computer;12.09.2025
Bellingham;Mittelfeld;Borussia Dortmund;6;8.600.000;8.630.000;3,0;Halten;Schlecht;1;Computer;12.09.2025
Chema Andrés;Mittelfeld;VfB Stuttgart;10;5.520.000;5.550.000;10,0;Halten;Gut;1;Computer;12.09.2025
Hellstern;Torhüter;VfB Stuttgart;0;160.000;160.000;0,0;Halten;Gut;0;Computer;12.09.2025
Lucas Vázquez;Abwehr;Bayer 04 Leverkusen;0;7.600.000;7.610.000;0,0;Halten;Schlecht;1;Computer;12.09.2025
Zagadou;Abwehr;VfB Stuttgart;0;1.750.000;1.720.000;1,0;Halten;Schlecht;0;Computer;13.09.2025
